               X               Y            VELX            VELY            PRES            TEMP            PS 1            PS 2  2.06250000E+03
  6.00000000E+00 -1.00000000E+00  0.00000000E+00  0.00000000E+00 -4.12818019E-02  9.99999975E-05  0.00000000E+00  0.00000000E+00
  6.00000000E+00 -9.97000000E-01 -6.63095949E-02 -7.36862531E-05 -4.12828443E-02  9.99999975E-05  5.70503886E-04  1.54498342E-02
  6.00000000E+00 -9.94000000E-01 -7.62811029E-02 -2.28828387E-04 -4.12901292E-02  9.99999975E-05  1.52773218E-03  4.83132564E-02
  6.00000000E+00 -9.91000000E-01 -7.77215702E-02 -4.00654620E-04 -4.13016945E-02  9.99999975E-05  2.17790725E-03  7.84229101E-02
  6.00000000E+00 -9.88000000E-01 -7.77675409E-02 -5.78369229E-04 -4.13154721E-02  9.99999975E-05  2.68844676E-03  1.05402239E-01
  6.00000000E+00 -9.85000000E-01 -7.73388071E-02 -7.59322989E-04 -4.13307058E-02  9.99999975E-05  3.12082717E-03  1.30070991E-01
  6.00000000E+00 -9.82000000E-01 -7.66933086E-02 -9.42409358E-04 -4.13470011E-02  9.99999975E-05  3.50220947E-03  1.52936632E-01
  6.00000000E+00 -9.79000000E-01 -7.59322914E-02 -1.12704107E-03 -4.13641100E-02  9.99999975E-05  3.84716939E-03  1.74320539E-01
  6.00000000E+00 -9.76000000E-01 -7.51034996E-02 -1.31286165E-03 -4.13818585E-02  9.99999975E-05  4.16454590E-03  1.94440822E-01
  6.00000000E+00 -9.73000000E-01 -7.42322386E-02 -1.49963479E-03 -4.14001181E-02  9.99999975E-05  4.46015934E-03  2.13454315E-01
  6.00000000E+00 -9.70000000E-01 -7.33330518E-02 -1.68719462E-03 -4.14187881E-02  9.99999975E-05  4.73807783E-03  2.31479212E-01
  6.00000000E+00 -9.67000000E-01 -7.24147469E-02 -1.87541904E-03 -4.14377866E-02  9.99999975E-05  5.00126988E-03  2.48607867E-01
  6.00000000E+00 -9.64000000E-01 -7.14829096E-02 -2.06421491E-03 -4.14570467E-02  9.99999975E-05  5.25198086E-03  2.64914688E-01
  6.00000000E+00 -9.61000000E-01 -7.05411768E-02 -2.25350971E-03 -4.14765126E-02  9.99999975E-05  5.49195504E-03  2.80461131E-01
  6.00000000E+00 -9.58000000E-01 -6.95919703E-02 -2.44324522E-03 -4.14961348E-02  9.99999975E-05  5.72257867E-03  2.95298976E-01
  6.00000000E+00 -9.55000000E-01 -6.86369257E-02 -2.63337404E-03 -4.15158727E-02  9.99999975E-05  5.94497471E-03  3.09472658E-01
  6.00000000E+00 -9.52000000E-01 -6.76771517E-02 -2.82385703E-03 -4.15356902E-02  9.99999975E-05  6.16006685E-03  3.23020838E-01
  6.00000000E+00 -9.49000000E-01 -6.67134021E-02 -3.01466150E-03 -4.15555557E-02  9.99999975E-05  6.36862612E-03  3.35977626E-01
  6.00000000E+00 -9.46000000E-01 -6.57461795E-02 -3.20575978E-03 -4.15754415E-02  9.99999975E-05  6.57130301E-03  3.48373422E-01
  6.00000000E+00 -9.43000000E-01 -6.47758102E-02 -3.39712823E-03 -4.15953229E-02  9.99999975E-05  6.76865210E-03  3.60235585E-01
  6.00000000E+00 -9.40000000E-01 -6.38024951E-02 -3.58874645E-03 -4.16151782E-02  9.99999975E-05  6.96115078E-03  3.71588945E-01
  6.00000000E+00 -9.37000000E-01 -6.28263452E-02 -3.78059679E-03 -4.16349879E-02  9.99999975E-05  7.14921333E-03  3.82456207E-01
  6.00000000E+00 -9.34000000E-01 -6.18474046E-02 -3.97266390E-03 -4.16547345E-02  9.99999975E-05  7.33320165E-03  3.92858263E-01
  6.00000000E+00 -9.31000000E-01 -6.08656674E-02 -4.16493434E-03 -4.16744024E-02  9.99999975E-05  7.51343376E-03  4.02814439E-01
  6.00000000E+00 -9.28000000E-01 -5.98810939E-02 -4.35739620E-03 -4.16939776E-02  9.99999975E-05  7.69019114E-03  4.12342704E-01
  6.00000000E+00 -9.25000000E-01 -5.88936181E-02 -4.55003900E-03 -4.17134473E-02  9.99999975E-05  7.86372428E-03  4.21459871E-01
  6.00000000E+00 -9.22000000E-01 -5.79031539E-02 -4.74285342E-03 -4.17328004E-02  9.99999975E-05  8.03425659E-03  4.30181668E-01
  6.00000000E+00 -9.19000000E-01 -5.69096016E-02 -4.93583122E-03 -4.17520268E-02  9.99999975E-05  8.20198860E-03  4.38522900E-01
  6.00000000E+00 -9.16000000E-01 -5.59128521E-02 -5.12896505E-03 -4.17711174E-02  9.99999975E-05  8.36710119E-03  4.46497564E-01
  6.00000000E+00 -9.13000000E-01 -5.49127891E-02 -5.32224832E-03 -4.17900640E-02  9.99999975E-05  8.52975789E-03  4.54118908E-01
  6.00000000E+00 -9.10000000E-01 -5.39092916E-02 -5.51567517E-03 -4.18088593E-02  9.99999975E-05  8.69010698E-03  4.61399497E-01
  6.00000000E+00 -9.07000000E-01 -5.29022353E-02 -5.70924034E-03 -4.18274966E-02  9.99999975E-05  8.84828334E-03  4.68351276E-01
  6.00000000E+00 -9.04000000E-01 -5.18914943E-02 -5.90293914E-03 -4.18459700E-02  9.99999975E-05  9.00441006E-03  4.74985626E-01
  6.00000000E+00 -9.01000000E-01 -5.08769417E-02 -6.09676735E-03 -4.18642745E-02  9.99999975E-05  9.15859981E-03  4.81313417E-01
  6.00000000E+00 -8.98000000E-01 -4.98584511E-02 -6.29072122E-03 -4.18824054E-02  9.99999975E-05  9.31095597E-03  4.87345045E-01
  6.00000000E+00 -8.95000000E-01 -4.88358965E-02 -6.48479737E-03 -4.19003586E-02  9.99999975E-05  9.46157363E-03  4.93090472E-01
  6.00000000E+00 -8.92000000E-01 -4.78091530E-02 -6.67899281E-03 -4.19181307E-02  9.99999975E-05  9.61054037E-03  4.98559250E-01
  6.00000000E+00 -8.89000000E-01 -4.67780967E-02 -6.87330488E-03 -4.19357185E-02  9.99999975E-05  9.75793699E-03  5.03760545E-01
  6.00000000E+00 -8.86000000E-01 -4.57426054E-02 -7.06773119E-03 -4.19531192E-02  9.99999975E-05  9.90383813E-03  5.08703162E-01
  6.00000000E+00 -8.83000000E-01 -4.47025582E-02 -7.26226967E-03 -4.19703306E-02  9.99999975E-05  1.00483129E-02  5.13395567E-01
  6.00000000E+00 -8.80000000E-01 -4.36578364E-02 -7.45691844E-03 -4.19873507E-02  9.99999975E-05  1.01914255E-02  5.17845929E-01
  6.00000000E+00 -8.77000000E-01 -4.26083235E-02 -7.65167593E-03 -4.20041780E-02  9.99999975E-05  1.03332357E-02  5.22062123E-01
  6.00000000E+00 -8.74000000E-01 -4.15539039E-02 -7.84654070E-03 -4.20208109E-02  9.99999975E-05  1.04737988E-02  5.26051723E-01
  6.00000000E+00 -8.71000000E-01 -4.04944647E-02 -8.04151156E-03 -4.20372485E-02  9.99999975E-05  1.06131665E-02  5.29822052E-01
  6.00000000E+00 -8.68000000E-01 -3.94298946E-02 -8.23658748E-03 -4.20534902E-02  9.99999975E-05  1.07513869E-02  5.33380182E-01
  6.00000000E+00 -8.65000000E-01 -3.83600842E-02 -8.43176763E-03 -4.20695355E-02  9.99999975E-05  1.08885047E-02  5.36732942E-01
  6.00000000E+00 -8.62000000E-01 -3.72849259E-02 -8.62705130E-03 -4.20853840E-02  9.99999975E-05  1.10245620E-02  5.39886934E-01
  6.00000000E+00 -8.59000000E-01 -3.62043139E-02 -8.82243793E-03 -4.21010358E-02  9.99999975E-05  1.11595980E-02  5.42848544E-01
  6.00000000E+00 -8.56000000E-01 -3.51181443E-02 -9.01792713E-03 -4.21164909E-02  9.99999975E-05  1.12936492E-02  5.45623951E-01
  6.00000000E+00 -8.53000000E-01 -3.40263148E-02 -9.21351860E-03 -4.21317495E-02  9.99999975E-05  1.14267499E-02  5.48219134E-01
  6.00000000E+00 -8.50000000E-01 -3.29287246E-02 -9.40921216E-03 -4.21468122E-02  9.99999975E-05  1.15589322E-02  5.50639884E-01
  6.00000000E+00 -8.47000000E-01 -3.18252749E-02 -9.60500778E-03 -4.21616794E-02  9.99999975E-05  1.16902262E-02  5.52891810E-01
  6.00000000E+00 -8.44000000E-01 -3.07158682E-02 -9.80090549E-03 -4.21763519E-02  9.99999975E-05  1.18206599E-02  5.54980347E-01
  6.00000000E+00 -8.41000000E-01 -2.96004085E-02 -9.99690546E-03 -4.21908305E-02  9.99999975E-05  1.19502598E-02  5.56910760E-01
  6.00000000E+00 -8.38000000E-01 -2.84788014E-02 -1.01930079E-02 -4.22051162E-02  9.99999975E-05  1.20790505E-02  5.58688155E-01
  6.00000000E+00 -8.35000000E-01 -2.73509537E-02 -1.03892132E-02 -4.22192101E-02  9.99999975E-05  1.22070553E-02  5.60317480E-01
  6.00000000E+00 -8.32000000E-01 -2.62167738E-02 -1.05855217E-02 -4.22331133E-02  9.99999975E-05  1.23342957E-02  5.61803534E-01
  6.00000000E+00 -8.29000000E-01 -2.50761711E-02 -1.07819339E-02 -4.22468272E-02  9.99999975E-05  1.24607923E-02  5.63150973E-01
  6.00000000E+00 -8.26000000E-01 -2.39290566E-02 -1.09784505E-02 -4.22603530E-02  9.99999975E-05  1.25865639E-02  5.64364312E-01
  6.00000000E+00 -8.23000000E-01 -2.27753421E-02 -1.11750719E-02 -4.22736923E-02  9.99999975E-05  1.27116285E-02  5.65447933E-01
  6.00000000E+00 -8.20000000E-01 -2.16149409E-02 -1.13717990E-02 -4.22868464E-02  9.99999975E-05  1.28360027E-02  5.66406087E-01
  6.00000000E+00 -8.17000000E-01 -2.04477674E-02 -1.15686324E-02 -4.22998170E-02  9.99999975E-05  1.29597021E-02  5.67242903E-01
  6.00000000E+00 -8.14000000E-01 -1.92737369E-02 -1.17655731E-02 -4.23126057E-02  9.99999975E-05  1.30827414E-02  5.67962384E-01
  6.00000000E+00 -8.11000000E-01 -1.80927659E-02 -1.19626218E-02 -4.23252140E-02  9.99999975E-05  1.32051342E-02  5.68568419E-01
