               X               Y            VELX            VELY            PRES            TEMP            PS 1            PS 2  2.06250000E+03
  1.00000000E+01 -1.00000000E+00  0.00000000E+00  0.00000000E+00  5.29246204E-03  9.99999975E-05  0.00000000E+00  0.00000000E+00
  1.00000000E+01 -9.97000000E-01  1.18401281E-01 -4.86222439E-05  5.29185728E-03  9.99999975E-05  6.26467933E-04  1.19843320E-02
  1.00000000E+01 -9.94000000E-01  1.52286604E-01 -1.56084550E-04  5.28804242E-03  9.99999975E-05  1.41720457E-03  3.71998492E-02
  1.00000000E+01 -9.91000000E-01  1.63804749E-01 -2.84878221E-04  5.28105771E-03  9.99999975E-05  1.96607462E-03  6.43126777E-02
  1.00000000E+01 -9.88000000E-01  1.70216737E-01 -4.22490091E-04  5.27209811E-03  9.99999975E-05  2.40802194E-03  9.00701211E-02
  1.00000000E+01 -9.85000000E-01  1.74643276E-01 -5.64851657E-04  5.26179353E-03  9.99999975E-05  2.78603580E-03  1.14283327E-01
  1.00000000E+01 -9.82000000E-01  1.78058077E-01 -7.10218504E-04  5.25049768E-03  9.99999975E-05  3.12069345E-03  1.37109354E-01
  1.00000000E+01 -9.79000000E-01  1.80872174E-01 -8.57676982E-04  5.23843448E-03  9.99999975E-05  3.42367140E-03  1.58715175E-01
  1.00000000E+01 -9.76000000E-01  1.83293156E-01 -1.00668310E-03  5.22576112E-03  9.99999975E-05  3.70230426E-03  1.79238396E-01
  1.00000000E+01 -9.73000000E-01  1.85439092E-01 -1.15688335E-03  5.21259297E-03  9.99999975E-05  3.96153604E-03  1.98788552E-01
  1.00000000E+01 -9.70000000E-01  1.87383109E-01 -1.30803316E-03  5.19901901E-03  9.99999975E-05  4.20487849E-03  2.17453464E-01
  1.00000000E+01 -9.67000000E-01  1.89173280E-01 -1.45995505E-03  5.18511119E-03  9.99999975E-05  4.43492426E-03  2.35304672E-01
  1.00000000E+01 -9.64000000E-01  1.90842887E-01 -1.61251526E-03  5.17092777E-03  9.99999975E-05  4.65365122E-03  2.52401498E-01
  1.00000000E+01 -9.61000000E-01  1.92415825E-01 -1.76561022E-03  5.15651770E-03  9.99999975E-05  4.86260576E-03  2.68794033E-01
  1.00000000E+01 -9.58000000E-01  1.93909811E-01 -1.91915745E-03  5.14192362E-03  9.99999975E-05  5.06302308E-03  2.84525173E-01
  1.00000000E+01 -9.55000000E-01  1.95338334E-01 -2.07308989E-03  5.12718135E-03  9.99999975E-05  5.25590754E-03  2.99632223E-01
  1.00000000E+01 -9.52000000E-01  1.96711888E-01 -2.22735232E-03  5.11232106E-03  9.99999975E-05  5.44208782E-03  3.14147983E-01
  1.00000000E+01 -9.49000000E-01  1.98038804E-01 -2.38189844E-03  5.09736978E-03  9.99999975E-05  5.62225725E-03  3.28101654E-01
  1.00000000E+01 -9.46000000E-01  1.99325797E-01 -2.53668892E-03  5.08235169E-03  9.99999975E-05  5.79700184E-03  3.41519460E-01
  1.00000000E+01 -9.43000000E-01  2.00578353E-01 -2.69168993E-03  5.06728828E-03  9.99999975E-05  5.96682193E-03  3.54425159E-01
  1.00000000E+01 -9.40000000E-01  2.01801022E-01 -2.84687209E-03  5.05219850E-03  9.99999975E-05  6.13214870E-03  3.66840440E-01
  1.00000000E+01 -9.37000000E-01  2.02997619E-01 -3.00220962E-03  5.03709909E-03  9.99999975E-05  6.29335663E-03  3.78785245E-01
  1.00000000E+01 -9.34000000E-01  2.04171371E-01 -3.15767980E-03  5.02200503E-03  9.99999975E-05  6.45077302E-03  3.90278011E-01
  1.00000000E+01 -9.31000000E-01  2.05325028E-01 -3.31326238E-03  5.00693013E-03  9.99999975E-05  6.60468560E-03  4.01335881E-01
  1.00000000E+01 -9.28000000E-01  2.06460966E-01 -3.46893918E-03  4.99188744E-03  9.99999975E-05  6.75534914E-03  4.11974855E-01
  1.00000000E+01 -9.25000000E-01  2.07581244E-01 -3.62469369E-03  4.97688794E-03  9.99999975E-05  6.90299032E-03  4.22209974E-01
  1.00000000E+01 -9.22000000E-01  2.08687659E-01 -3.78051098E-03  4.96194161E-03  9.99999975E-05  7.04781129E-03  4.32055364E-01
  1.00000000E+01 -9.19000000E-01  2.09781791E-01 -3.93637742E-03  4.94705727E-03  9.99999975E-05  7.18999350E-03  4.41524368E-01
  1.00000000E+01 -9.16000000E-01  2.10865040E-01 -4.09228050E-03  4.93224302E-03  9.99999975E-05  7.32970052E-03  4.50629657E-01
  1.00000000E+01 -9.13000000E-01  2.11938648E-01 -4.24820865E-03  4.91750628E-03  9.99999975E-05  7.46708019E-03  4.59383267E-01
  1.00000000E+01 -9.10000000E-01  2.13003728E-01 -4.40415115E-03  4.90285386E-03  9.99999975E-05  7.60226648E-03  4.67796657E-01
  1.00000000E+01 -9.07000000E-01  2.14061274E-01 -4.56009801E-03  4.88829190E-03  9.99999975E-05  7.73538117E-03  4.75880755E-01
  1.00000000E+01 -9.04000000E-01  2.15112185E-01 -4.71603990E-03  4.87382596E-03  9.99999975E-05  7.86653531E-03  4.83646016E-01
