distance,x,y,z,U_x,U_y,U_z,k,omega
2.79716e-17,1.625,-0.25,-3.46945e-18,0,0,0,0,13147.6
0.00075,1.625,-0.24925,-3.46945e-18,-0.00255237,-4.49378e-05,-4.86858e-19,4.63166e-05,1739.57
0.0015,1.625,-0.2485,4.33681e-18,-0.000148142,-0.000166872,0,0.000399879,334.915
0.00225,1.625,-0.24775,8.67362e-18,0.00473207,-0.000359927,0,0.00122087,149.52
0.003,1.625,-0.247,1.12757e-17,0.00888676,-0.000582008,0,0.00208428,90.8257
0.00375,1.625,-0.24625,1.30104e-17,0.0120842,-0.000812102,0,0.00281614,64.8193
0.0045,1.625,-0.2455,1.30104e-17,0.0147606,-0.00105542,2.20973e-20,0.0034535,50.0652
0.00525,1.625,-0.24475,1.38778e-17,0.0169912,-0.0012987,-2.54945e-19,0.00398845,41.1325
0.006,1.625,-0.244,1.12757e-17,0.0190299,-0.00155173,8.78679e-20,0.00447364,34.8259
0.00675,1.625,-0.24325,1.04083e-17,0.0208403,-0.00180053,1.3472e-19,0.00489755,30.3854
0.0075,1.625,-0.2425,1.04083e-17,0.0225787,-0.00205877,-1.81201e-20,0.00529719,26.9111
0.00825,1.625,-0.24175,7.10152e-18,0.024169,-0.00231062,-1.22819e-21,0.00565884,24.2163
0.009,1.625,-0.241,5.20417e-18,0.0256855,-0.00256785,1.658e-19,0.00598883,22.2597
0.00975,1.625,-0.24025,6.93889e-18,0.0271839,-0.00283095,1.70322e-19,0.00631018,20.5318
0.0105,1.625,-0.2395,5.20417e-18,0.028594,-0.00308763,1.76557e-20,0.00660898,19.0941
0.01125,1.625,-0.23875,6.93889e-18,0.0299537,-0.00334526,-1.04365e-19,0.00688485,17.9901
0.012,1.625,-0.238,8.67362e-19,0.0313188,-0.00360851,-2.08775e-19,0.00716086,16.9396
0.01275,1.625,-0.23725,8.67362e-19,0.0326482,-0.00387306,-1.9347e-19,0.00741939,16.1098
0.0135,1.625,-0.2365,-5.63785e-18,0.0339194,-0.00412861,-1.74365e-19,0.00766534,15.347
0.01425,1.625,-0.23575,-6.93889e-18,0.03519,-0.00439106,-1.71258e-19,0.00790207,14.7265
0.015,1.625,-0.235,-5.63785e-18,0.0364637,-0.00465608,-1.59515e-19,0.00813928,14.116
0.01575,1.625,-0.23425,-6.93889e-18,0.0377282,-0.00492355,-9.12843e-20,0.00836467,13.6237
0.0165,1.625,-0.2335,-9.1073e-18,0.0389461,-0.00518311,-2.31509e-20,0.00858341,13.1462
0.01725,1.625,-0.23275,-5.20417e-18,0.0401542,-0.00544311,-1.2122e-20,0.00879026,12.7615
0.018,1.625,-0.232,-8.67362e-19,0.0413691,-0.00570702,-1.21062e-20,0.00899789,12.3894
0.01875,1.625,-0.23125,-2.60209e-18,0.042618,-0.00597896,3.55107e-20,0.00920724,12.0364
0.0195,1.625,-0.2305,-8.67362e-19,0.0438179,-0.00624337,1.37625e-19,0.00940342,11.7431
0.02025,1.625,-0.22975,0,0.0450098,-0.00650625,2.38766e-19,0.00959848,11.4515
0.021,1.625,-0.229,2.60209e-18,0.0461744,-0.00676348,1.56407e-19,0.00978187,11.21
0.02175,1.625,-0.22825,-2.60209e-18,0.0473645,-0.00702827,-3.15952e-20,0.00996702,10.9833
0.0225,1.625,-0.2275,-4.77049e-18,0.0485519,-0.00729297,-2.14968e-19,0.0101521,10.7566
0.02325,1.625,-0.22675,-5.20417e-18,0.0497876,-0.00756736,-1.994e-19,0.0103369,10.5586
0.024,1.625,-0.226,8.67362e-19,0.0509744,-0.00783241,-1.13449e-19,0.010513,10.3799
0.02475,1.625,-0.22525,-8.67362e-19,0.0521585,-0.00809692,-2.82332e-20,0.0106888,10.2016
0.0255,1.625,-0.2245,-3.25261e-18,0.0533051,-0.00835195,2.62644e-20,0.0108536,10.0517
