distance,x,y,z,U_x,U_y,U_z,k,omega
1.11076e-16,1,-0.25,-3.46945e-18,0,0,0,0,13147.6
0.00075,1,-0.24925,3.46945e-18,-0.0646227,-9.83266e-06,1.00025e-18,5.00571e-05,1724.62
0.0015,1,-0.2485,4.33681e-18,-0.114949,-4.20178e-05,2.14481e-17,0.000402488,358.34
0.00225,1,-0.24775,1.38778e-17,-0.143516,-0.000110365,-1.05133e-18,0.00115147,164.468
0.003,1,-0.247,1.38778e-17,-0.156666,-0.00020496,0,0.00193777,97.6755
0.00375,1,-0.24625,2.08167e-17,-0.162201,-0.000308956,-1.12485e-18,0.00260911,68.6465
0.0045,1,-0.2455,1.73472e-17,-0.164834,-0.00042505,-3.13917e-19,0.00322117,52.0732
0.00525,1,-0.24475,1.56125e-17,-0.165918,-0.000543255,9.28674e-19,0.00374133,42.2872
0.006,1,-0.244,1.04083e-17,-0.166303,-0.000670168,1.14907e-18,0.00422615,35.3539
0.00675,1,-0.24325,1.38778e-17,-0.16625,-0.000792314,5.36058e-19,0.0046376,30.6974
0.0075,1,-0.2425,1.38778e-17,-0.165931,-0.00092421,-3.10932e-19,0.00503999,26.957
0.00825,1,-0.24175,1.73472e-17,-0.165483,-0.00104873,-8.81589e-19,0.0053928,24.1594
0.009,1,-0.241,2.08167e-17,-0.164848,-0.00117898,5.66869e-19,0.00572076,22.1101
0.00975,1,-0.24025,1.73472e-17,-0.164119,-0.00131704,6.20512e-19,0.00604859,20.2655
0.0105,1,-0.2395,1.73472e-17,-0.1634,-0.00144401,-9.66639e-19,0.00633735,18.8109
0.01125,1,-0.23875,2.08167e-17,-0.162588,-0.00157619,-5.56872e-19,0.00661166,17.6695
0.012,1,-0.238,1.73472e-17,-0.161743,-0.0017114,0,0.00688605,16.5849
0.01275,1,-0.23725,1.73472e-17,-0.160816,-0.00185267,0,0.00715296,15.6985
0.0135,1,-0.2365,1.9082e-17,-0.159979,-0.00197968,0,0.0073873,14.9494
0.01425,1,-0.23575,1.38778e-17,-0.159054,-0.00211515,0,0.00762221,14.3153
0.015,1,-0.235,1.38778e-17,-0.158114,-0.00225298,0,0.00785788,13.6918
0.01575,1,-0.23425,9.1073e-18,-0.157091,-0.0023991,0,0.00809292,13.1655
0.0165,1,-0.2335,1.38778e-17,-0.156196,-0.00252715,0,0.00829864,12.7049
0.01725,1,-0.23275,1.04083e-17,-0.155227,-0.00266375,0,0.00850417,12.3147
0.018,1,-0.232,1.04083e-17,-0.154243,-0.00280104,0,0.00870998,11.9372
0.01875,1,-0.23125,3.46945e-18,-0.153215,-0.00294464,8.35199e-20,0.00891841,11.5791
0.0195,1,-0.2305,6.50521e-18,-0.152148,-0.00309149,3.821e-19,0.00912445,11.2646
0.02025,1,-0.22975,6.93889e-18,-0.151207,-0.00322136,6.0915e-19,0.00930609,10.9875
0.021,1,-0.229,1.73472e-18,-0.15021,-0.00335802,9.29464e-19,0.00948847,10.7432
0.02175,1,-0.22825,3.46945e-18,-0.149181,-0.00349738,1.31449e-18,0.00967205,10.5136
0.0225,1,-0.2275,5.20417e-18,-0.14815,-0.00363785,1.69843e-18,0.00985582,10.2841
0.02325,1,-0.22675,3.46945e-18,-0.147033,-0.00378896,1.24896e-18,0.0100451,10.0779
0.024,1,-0.226,-4.33681e-19,-0.14594,-0.00393506,3.58277e-19,0.0102271,9.88905
0.02475,1,-0.22525,-3.46945e-18,-0.144968,-0.00406612,-2.8682e-19,0.0103891,9.72124
0.0255,1,-0.2245,-6.93889e-18,-0.143943,-0.00420345,-7.23569e-19,0.0105532,9.56887
0.02625,1,-0.22375,-6.93889e-18,-0.142871,-0.004346,-1.00065e-18,0.0107196,9.42887
0.027,1,-0.223,-1.73472e-18,-0.1418,-0.00448752,-1.27854e-18,0.0108859,9.28882
0.02775,1,-0.22225,-3.46945e-18,-0.140718,-0.00463156,-1.50143e-18,0.011053,9.15041
0.0285,1,-0.2215,-3.46945e-18,-0.139524,-0.00478895,-1.08531e-18,0.0112272,9.03047
0.02925,1,-0.22075,-5.47522e-18,-0.138398,-0.00493567,-6.06046e-19,0.0113913,8.91718
0.03,1,-0.22,-1.04083e-17,-0.137387,-0.00506887,-2.48733e-19,0.0115389,8.81559
0.03075,1,-0.21925,-9.1073e-18,-0.136346,-0.00520544,2.89303e-20,0.0116877,8.71952
0.0315,1,-0.2185,-1.04083e-17,-0.135227,-0.00535096,1.28006e-19,0.0118404,8.63605
0.03225,1,-0.21775,-6.93889e-18,-0.13411,-0.00549482,1.65496e-19,0.0119929,8.55247
0.033,1,-0.217,-6.93889e-18,-0.132992,-0.00563995,2.50372e-19,0.0121456,8.46897
0.03375,1,-0.21625,-6.93889e-18,-0.131849,-0.00578826,2.96787e-19,0.0122999,8.38805
0.0345,1,-0.2155,-6.93889e-18,-0.1306,-0.00594879,1.13184e-19,0.0124607,8.31829
0.03525,1,-0.21475,-9.1073e-18,-0.129406,-0.00610096,2.43017e-20,0.0126143,8.25148
0.036,1,-0.214,-6.93889e-18,-0.128323,-0.00623931,-8.11693e-20,0.0127536,8.19093
0.03675,1,-0.21325,-6.93889e-18,-0.127268,-0.00637485,-2.36189e-19,0.0128894,8.13203
0.0375,1,-0.2125,-8.67362e-18,-0.126129,-0.00651967,-2.82532e-19,0.0130294,8.08186
0.03825,1,-0.21175,-1.04083e-17,-0.124954,-0.00666845,-2.82656e-19,0.0131712,8.03542
0.039,1,-0.211,-1.38778e-17,-0.123782,-0.00681532,-2.82691e-19,0.0133126,7.98884
0.03975,1,-0.21025,-1.04083e-17,-0.122607,-0.00696361,-2.82792e-19,0.0134544,7.94236
0.0405,1,-0.2095,-8.23994e-18,-0.121432,-0.00711238,-2.82916e-19,0.0135962,7.89592
