distance,x,y,z,U_x,U_y,U_z,k,omega
3.46945e-18,-0.25,0,3.46945e-18,0,0,0,0,13262.9
0.0005,-0.25,0.0005,1.73472e-18,0.100419,-4.11189e-06,0,5.01384e-05,5127.78
0.001,-0.25,0.001,0,0.197361,-1.48348e-05,1.03049e-19,0.000429869,951.559
0.0015,-0.25,0.0015,0,0.277164,-3.1082e-05,9.57421e-20,0.00132275,480.59
0.002,-0.25,0.002,4.33681e-18,0.335061,-4.937e-05,-9.74056e-20,0.00211287,321.43
0.0025,-0.25,0.0025,0,0.377701,-6.90169e-05,-8.45213e-20,0.00262811,237.64
0.003,-0.25,0.003,3.90313e-18,0.410245,-8.93534e-05,0,0.00296635,185.904
0.0035,-0.25,0.0035,1.84314e-18,0.436069,-0.000110478,0,0.00319308,151.09
0.004,-0.25,0.004,3.46945e-18,0.45716,-0.000132195,0,0.00335224,126.598
0.0045,-0.25,0.0045,0,0.474646,-0.000153852,0,0.00346918,108.579
0.005,-0.25,0.005,3.46945e-18,0.490463,-0.00017666,3.3607e-20,0.00356516,93.9025
0.0055,-0.25,0.0055,6.93889e-18,0.503556,-0.00019843,5.02673e-20,0.00363821,82.8633
0.006,-0.25,0.006,5.85469e-18,0.515564,-0.000221114,2.52645e-21,0.00369983,73.6737
0.0065,-0.25,0.0065,3.46945e-18,0.526207,-0.000244259,-3.98304e-20,0.00375042,66.406
0.007,-0.25,0.007,3.46945e-18,0.535543,-0.000266583,-3.85088e-20,0.00379304,60.4449
0.0075,-0.25,0.0075,6.93889e-18,0.544446,-0.000289894,0,0.0038321,55.1271
0.008,-0.25,0.008,3.46945e-18,0.552457,-0.000313507,0,0.00386591,50.8351
0.0085,-0.25,0.0085,5.20417e-18,0.559634,-0.000336212,0,0.00389579,47.1598
0.009,-0.25,0.009,7.80626e-18,0.566483,-0.000359747,0,0.0039238,43.8855
0.0095,-0.25,0.0095,1.73472e-17,0.573005,-0.000383975,4.42216e-20,0.00395047,40.9836
0.01,-0.25,0.01,1.73472e-17,0.578862,-0.000407082,9.16413e-20,0.00397419,38.4591
0.0105,-0.25,0.0105,2.08167e-17,0.584267,-0.000430334,2.01592e-19,0.00399646,36.3398
0.011,-0.25,0.011,2.42861e-17,0.58966,-0.000454725,2.71804e-19,0.00401847,34.2622
0.0115,-0.25,0.0115,2.77556e-17,0.594687,-0.00047909,1.21064e-19,0.00403957,32.4718
0.012,-0.25,0.012,2.51535e-17,0.599282,-0.000502403,-2.04233e-20,0.00405872,30.8643
0.0125,-0.25,0.0125,2.77556e-17,0.603641,-0.000525991,-1.47916e-19,0.00407753,29.4511
0.013,-0.25,0.013,2.77556e-17,0.608007,-0.000550652,-2.53286e-19,0.00409614,28.0532
0.0135,-0.25,0.0135,2.77556e-17,0.612151,-0.00057539,-1.67438e-19,0.00411461,26.8211
0.014,-0.25,0.014,2.77556e-17,0.615932,-0.000598899,-8.23791e-20,0.00413112,25.7042
0.0145,-0.25,0.0145,3.46945e-17,0.619526,-0.000622448,-4.63121e-20,0.0041476,24.719
0.015,-0.25,0.015,2.25514e-17,0.623124,-0.000646976,-1.33206e-20,0.00416386,23.7455
0.0155,-0.25,0.0155,2.42861e-17,0.626631,-0.000671822,0,0.00418016,22.8407
0.016,-0.25,0.016,2.42861e-17,0.629927,-0.000696103,0,0.00419562,22.0183
0.0165,-0.25,0.0165,2.08167e-17,0.633027,-0.000719686,0,0.0042101,21.2594
0.017,-0.25,0.017,1.73472e-17,0.636006,-0.000743224,0,0.00422461,20.5755
0.0175,-0.25,0.0175,1.30104e-17,0.639009,-0.000767957,0,0.00423883,19.8908
0.018,-0.25,0.018,1.73472e-17,0.641939,-0.000792743,0,0.00425314,19.2536
0.0185,-0.25,0.0185,2.42861e-17,0.644729,-0.000817055,0,0.00426684,18.6647
0.019,-0.25,0.019,2.08167e-17,0.647355,-0.000840575,0,0.00427947,18.1131
0.0195,-0.25,0.0195,2.08167e-17,0.649873,-0.000863933,0,0.00429211,17.6219
0.02,-0.25,0.02,2.25514e-17,0.652401,-0.000888008,0,0.00430456,17.1326
0.0205,-0.25,0.0205,2.42861e-17,0.654927,-0.000912628,0,0.00431689,16.6496
0.021,-0.25,0.021,2.77556e-17,0.657381,-0.000937108,0,0.00432926,16.2093
0.0215,-0.25,0.0215,2.77556e-17,0.659674,-0.000960732,0,0.00434052,15.8
0.022,-0.25,0.022,2.60209e-17,0.661892,-0.000983958,0,0.00435135,15.4092
0.0225,-0.25,0.0225,2.77556e-17,0.664039,-0.00100694,0,0.00436208,15.055
0.023,-0.25,0.023,2.42861e-17,0.666198,-0.00103069,0,0.00437263,14.7003
0.0235,-0.25,0.0235,2.42861e-17,0.668366,-0.00105496,0,0.00438305,14.3455
0.024,-0.25,0.024,2.42861e-17,0.670473,-0.00107896,0,0.00439339,14.0245
0.0245,-0.25,0.0245,1.73472e-17,0.672497,-0.00110247,0,0.00440315,13.7171
0.025,-0.25,0.025,1.73472e-17,0.674412,-0.00112531,0,0.00441217,13.4274
0.0255,-0.25,0.0255,1.73472e-17,0.676285,-0.00114786,0,0.00442103,13.1583
0.026,-0.25,0.026,1.73472e-17,0.678139,-0.00117029,0,0.00442983,12.8985
0.0265,-0.25,0.0265,1.56125e-17,0.68001,-0.00119397,0,0.00443834,12.6381
0.027,-0.25,0.027,1.04083e-17,0.681874,-0.00121763,0,0.00444679,12.3823
0.0275,-0.25,0.0275,6.93889e-18,0.683702,-0.00124095,0,0.00445508,12.1456
0.028,-0.25,0.028,3.46945e-18,0.685454,-0.0012638,0,0.00446286,11.9192
0.0285,-0.25,0.0285,6.93889e-18,0.687117,-0.00128604,0,0.00447005,11.7055
0.029,-0.25,0.029,8.67362e-18,0.688755,-0.00130801,0,0.00447706,11.5026
0.0295,-0.25,0.0295,6.93889e-18,0.690372,-0.00132973,0,0.00448392,11.3098
0.03,-0.25,0.03,3.46945e-18,0.691997,-0.00135222,0,0.00449061,11.1168
0.0305,-0.25,0.0305,7.80626e-18,0.69363,-0.00137525,0,0.00449718,10.9235
0.031,-0.25,0.031,1.04083e-17,0.695242,-0.00139794,0,0.00450355,10.7409
0.0315,-0.25,0.0315,1.04083e-17,0.696843,-0.00142043,0,0.00450981,10.5643
0.032,-0.25,0.032,6.93889e-18,0.698342,-0.00144225,0,0.00451545,10.3997
0.0325,-0.25,0.0325,3.46945e-18,0.699797,-0.00146376,0,0.00452082,10.2402
0.033,-0.25,0.033,7.80626e-18,0.701234,-0.00148492,0,0.00452597,10.0889
0.0335,-0.25,0.0335,6.93889e-18,0.702656,-0.00150578,0,0.00453093,9.9443
0.034,-0.25,0.034,3.46945e-18,0.704083,-0.00152719,0,0.00453579,9.79955
0.0345,-0.25,0.0345,0,0.705518,-0.00154938,0,0.0045405,9.65453
0.035,-0.25,0.035,-3.46945e-18,0.706948,-0.00157142,0,0.00454511,9.51238
0.0355,-0.25,0.0355,-3.46945e-18,0.708361,-0.00159297,0,0.00454941,9.37919
0.036,-0.25,0.036,-3.46945e-18,0.709763,-0.00161446,0,0.00455365,9.24717
0.0365,-0.25,0.0365,-3.46945e-18,0.711048,-0.00163512,0,0.0045573,9.12689
0.037,-0.25,0.037,-3.46945e-18,0.712332,-0.00165579,0,0.00456095,9.00662
0.0375,-0.25,0.0375,-2.60209e-18,0.713599,-0.00167594,0,0.00456426,8.89376
0.038,-0.25,0.038,-3.46945e-18,0.714859,-0.00169586,0,0.00456743,8.78411
0.0385,-0.25,0.0385,3.46945e-18,0.716122,-0.00171622,0,0.00457053,8.67436
0.039,-0.25,0.039,0,0.717393,-0.00173749,0,0.00457348,8.56438
