distance,x,y,z,U_x,U_y,U_z,k,omega
3.46945e-18,0.5,-0.25,-3.46945e-18,0,0,0,0,13147.6
0.00075,0.5,-0.24925,-3.46945e-18,-0.0336996,5.54704e-05,0,8.54429e-06,1726.43
0.0015,0.5,-0.2485,-1.04083e-17,-0.065814,0.000199311,0,7.46825e-05,355.604
0.00225,0.5,-0.24775,-5.20417e-18,-0.0941654,0.000420959,-1.40408e-18,0.00027929,171.06
0.003,0.5,-0.247,-3.46945e-18,-0.115225,0.000673304,1.54975e-18,0.000570271,105.479
0.00375,0.5,-0.24625,-7.80626e-18,-0.127974,0.000911315,6.23673e-19,0.000864618,73.0075
0.0045,0.5,-0.2455,-8.67362e-18,-0.135935,0.00114603,1.17475e-17,0.00115783,53.1847
0.00525,0.5,-0.24475,-2.60209e-18,-0.140523,0.00136357,3.1011e-18,0.00142085,41.5334
0.006,0.5,-0.244,-5.20417e-18,-0.143548,0.00158266,-1.02652e-21,0.00167288,33.5512
0.00675,0.5,-0.24325,-8.67362e-18,-0.145383,0.00178289,-5.64645e-18,0.00189057,28.3818
0.0075,0.5,-0.2425,-1.04083e-17,-0.146682,0.00199162,-8.31261e-18,0.00210503,24.3725
0.00825,0.5,-0.24175,-1.39862e-17,-0.147521,0.00218507,-1.09338e-19,0.00229342,21.457
0.009,0.5,-0.241,-1.9082e-17,-0.147956,0.00237967,1.65206e-18,0.00246916,19.3961
0.00975,0.5,-0.24025,-2.08167e-17,-0.148244,0.0025796,1.16349e-18,0.00264434,17.5707
0.0105,0.5,-0.2395,-2.0383e-17,-0.148385,0.00276479,-1.69725e-18,0.00279931,16.1419
0.01125,0.5,-0.23875,-2.25514e-17,-0.148348,0.00295005,-9.53116e-19,0.00294585,15.048
0.012,0.5,-0.238,-2.0383e-17,-0.148262,0.00313854,0,0.00309202,14.0139
0.01275,0.5,-0.23725,-1.9082e-17,-0.148055,0.0033293,0,0.0032319,13.1926
0.0135,0.5,-0.2365,-2.08167e-17,-0.147836,0.00350273,1.06481e-19,0.00335787,12.4803
0.01425,0.5,-0.23575,-2.08167e-17,-0.147524,0.00368277,3.46754e-19,0.00348167,11.8936
0.015,0.5,-0.235,-2.21177e-17,-0.147192,0.00386399,4.74626e-19,0.00360564,11.3167
0.01575,0.5,-0.23425,-1.56125e-17,-0.146783,0.00404905,-9.38541e-19,0.00372636,10.8429
0.0165,0.5,-0.2335,-1.47451e-17,-0.146405,0.00421789,-2.24183e-18,0.00383595,10.4113
0.01725,0.5,-0.23275,-1.58294e-17,-0.145964,0.00438835,-1.57422e-18,0.00394281,10.0546
0.018,0.5,-0.232,-1.47451e-17,-0.145506,0.00456233,-7.46855e-19,0.00404895,9.7103
0.01875,0.5,-0.23125,-1.38778e-17,-0.14501,0.00473909,2.40013e-19,0.00415652,9.38318
0.0195,0.5,-0.2305,-1.38778e-17,-0.144488,0.00491501,8.66241e-19,0.00425965,9.10261
0.02025,0.5,-0.22975,-1.56125e-17,-0.144001,0.0050776,1.44454e-18,0.00435472,8.84335
0.021,0.5,-0.229,-1.99493e-17,-0.143478,0.00523937,1.81426e-18,0.00444751,8.6196
0.02175,0.5,-0.22825,-1.9082e-17,-0.142932,0.00540577,2.30443e-18,0.00454005,8.40924
0.0225,0.5,-0.2275,-1.73472e-17,-0.14238,0.00557177,2.68577e-18,0.00463265,8.19868
0.02325,0.5,-0.22675,-1.9082e-17,-0.141768,0.00574492,1.61625e-18,0.00472753,8.00811
0.024,0.5,-0.226,-1.9082e-17,-0.141181,0.00591006,-2.12789e-19,0.00481555,7.83789
0.02475,0.5,-0.22525,-1.9082e-17,-0.140624,0.00606489,-1.74739e-18,0.00489838,7.67771
0.0255,0.5,-0.2245,-1.73472e-17,-0.140046,0.00621823,-2.01574e-18,0.00497952,7.5351
0.02625,0.5,-0.22375,-1.56125e-17,-0.139437,0.00637611,-1.31973e-18,0.00506096,7.40298
0.027,0.5,-0.223,-2.05998e-17,-0.138828,0.00653493,-5.50422e-19,0.00514202,7.27086
0.02775,0.5,-0.22225,-1.88651e-17,-0.138205,0.00669327,0,0.0052236,7.13979
0.0285,0.5,-0.2215,-1.38778e-17,-0.137515,0.00685981,0,0.00530758,7.02377
0.02925,0.5,-0.22075,-1.56125e-17,-0.136882,0.0070147,0,0.0053838,6.91738
0.03,0.5,-0.22,-1.56125e-17,-0.136273,0.00716238,0,0.00545698,6.8154
0.03075,0.5,-0.21925,-1.38778e-17,-0.135663,0.00730583,0,0.00552804,6.7212
0.0315,0.5,-0.2185,-1.44199e-17,-0.135006,0.00745387,0,0.00560019,6.63688
0.03225,0.5,-0.21775,-1.9082e-17,-0.13435,0.00760397,0,0.00567156,6.55256
0.033,0.5,-0.217,-1.9082e-17,-0.133691,0.0077535,0,0.00574309,6.46818
0.03375,0.5,-0.21625,-2.08167e-17,-0.133014,0.00790372,0,0.00581528,6.38559
0.0345,0.5,-0.2155,-2.08167e-17,-0.132275,0.00806019,0,0.00588954,6.31114
0.03525,0.5,-0.21475,-1.9082e-17,-0.131595,0.00820627,0,0.00595722,6.24255
0.036,0.5,-0.214,-2.08167e-17,-0.130928,0.00834934,0,0.00602354,6.17532
0.03675,0.5,-0.21325,-2.08167e-17,-0.130299,0.00848222,0,0.00608583,6.11235
0.0375,0.5,-0.2125,-2.08167e-17,-0.129622,0.00861849,0,0.00614912,6.05561
0.03825,0.5,-0.21175,-2.0383e-17,-0.128925,0.00875667,0,0.00621266,6.00151
