distance,x,y,z,U_x,U_y,U_z,k,omega
8.88639e-16,4,-0.25,-6.93889e-18,0,0,0,0,13147.6
0.00075,4,-0.24925,-6.93889e-18,0.0872861,-2.20884e-06,-2.01218e-24,5.70567e-05,1774.12
0.0015,4,-0.2485,-1.73472e-18,0.168158,-8.57674e-06,-2.50242e-19,0.000452224,413.287
0.00225,4,-0.24775,-3.46945e-18,0.228033,-1.88328e-05,0,0.00109159,226.831
0.003,4,-0.247,7.80626e-18,0.269279,-3.1844e-05,0,0.0015648,151.572
0.00375,4,-0.24625,7.80626e-18,0.297699,-4.72246e-05,0,0.0018834,110.193
0.0045,4,-0.2455,8.67362e-18,0.318941,-6.55349e-05,0,0.00212736,83.5882
0.00525,4,-0.24475,9.54098e-18,0.334492,-8.59965e-05,0,0.00232055,66.5789
0.006,4,-0.244,6.93889e-18,0.347064,-0.000109203,0,0.00249489,54.3809
0.00675,4,-0.24325,0,0.356955,-0.000133779,0,0.00264981,45.7863
0.0075,4,-0.2425,-1.73472e-18,0.365458,-0.000160783,0,0.0027994,39.1034
0.00825,4,-0.24175,1.6263e-19,0.372575,-0.000188333,0,0.00293848,33.9715
0.009,4,-0.241,8.67362e-19,0.378355,-0.000218271,8.18632e-20,0.00307047,30.313
0.00975,4,-0.24025,3.46945e-18,0.383707,-0.000249636,5.06219e-20,0.0032012,27.1095
0.0105,4,-0.2395,-4.33681e-19,0.388406,-0.00028109,-8.85339e-20,0.0033252,24.4772
0.01125,4,-0.23875,6.93889e-18,0.392368,-0.000313868,-5.22583e-20,0.00344261,22.4929
0.012,4,-0.238,8.67362e-19,0.396233,-0.000347688,5.77979e-21,0.00356085,20.6151
0.01275,4,-0.23725,-6.07153e-18,0.399564,-0.0003828,5.18906e-20,0.00367386,19.1622
0.0135,4,-0.2365,0,0.402687,-0.00041685,8.34408e-20,0.00378163,17.8286
0.01425,4,-0.23575,-3.46945e-18,0.405465,-0.000452855,8.12429e-20,0.00388683,16.7657
0.015,4,-0.235,5.20417e-18,0.408228,-0.000489226,6.90249e-20,0.0039923,15.7203
0.01575,4,-0.23425,5.20417e-18,0.410674,-0.000526811,8.1684e-22,0.00409339,14.8925
0.0165,4,-0.2335,6.93889e-18,0.413044,-0.000563321,-6.58781e-20,0.00419158,14.0891
0.01725,4,-0.23275,8.67362e-18,0.415152,-0.00060049,-6.86693e-20,0.00428467,13.4497
0.018,4,-0.232,1.12757e-17,0.417231,-0.000638524,-6.84462e-20,0.00437831,12.8347
0.01875,4,-0.23125,1.12757e-17,0.419286,-0.000677751,-5.77036e-20,0.00447257,12.2519
0.0195,4,-0.2305,7.80626e-18,0.421125,-0.000716552,-3.04541e-20,0.00456108,11.7727
0.02025,4,-0.22975,6.93889e-18,0.422955,-0.000755121,-4.21214e-21,0.00464909,11.2959
