distance,x,y,z,U_x,U_y,U_z,k,omega
3.46945e-18,0.375,-0.25,3.46945e-18,0,0,0,0,13147.6
0.00075,0.375,-0.24925,-3.46945e-18,-0.0123342,7.86571e-05,-6.68529e-18,1.61692e-06,1745.26
0.0015,0.375,-0.2485,-1.04083e-17,-0.0265483,0.000295803,0,1.48651e-05,347.711
0.00225,0.375,-0.24775,3.46945e-18,-0.0424383,0.000657809,0,6.56749e-05,165.26
0.003,0.375,-0.247,-6.07153e-18,-0.0581896,0.00112,0,0.000163796,105.046
0.00375,0.375,-0.24625,-6.07153e-18,-0.0714587,0.00161898,-8.25002e-18,0.000296946,74.7088
0.0045,0.375,-0.2455,-4.33681e-18,-0.0818562,0.00212775,5.98461e-18,0.000447663,55.4849
0.00525,0.375,-0.24475,-5.20417e-18,-0.0890442,0.00259988,-1.56636e-18,0.000593426,43.5857
0.006,0.375,-0.244,-1.12757e-17,-0.0943068,0.00305503,3.82086e-18,0.000736742,35.4028
0.00675,0.375,-0.24325,-1.04083e-17,-0.0980013,0.00347244,3.75765e-18,0.000869345,29.8513
0.0075,0.375,-0.2425,-6.93889e-18,-0.100827,0.0038811,-8.91545e-19,0.000999364,25.668
0.00825,0.375,-0.24175,-5.47522e-18,-0.102952,0.00426318,-3.25404e-18,0.00112001,22.5225
0.009,0.375,-0.241,-6.93889e-18,-0.104383,0.00462746,3.00781e-18,0.00123372,20.3295
0.00975,0.375,-0.24025,-6.93889e-18,-0.105579,0.00498843,4.2206e-18,0.00134568,18.4233
0.0105,0.375,-0.2395,-6.93889e-18,-0.10652,0.00533239,3.40721e-19,0.00145037,16.8654
0.01125,0.375,-0.23875,-1.04083e-17,-0.107141,0.00566023,-4.51305e-22,0.00154829,15.7008
0.012,0.375,-0.238,-1.47451e-17,-0.1077,0.00599145,-4.41685e-22,0.00164633,14.6004
0.01275,0.375,-0.23725,-1.56125e-17,-0.108054,0.00631164,-4.28827e-22,0.00173826,13.7497
0.0135,0.375,-0.2365,-1.56125e-17,-0.108351,0.00661774,-3.23895e-19,0.00182601,12.97
0.01425,0.375,-0.23575,-1.82146e-17,-0.108508,0.00692157,-2.4863e-18,0.00191005,12.3461
0.015,0.375,-0.235,-1.64799e-17,-0.108645,0.00722643,-4.11654e-18,0.00199439,11.7336
0.01575,0.375,-0.23425,-1.12757e-17,-0.108668,0.00752378,-2.15333e-18,0.00207406,11.2452
0.0165,0.375,-0.2335,-1.60462e-17,-0.108689,0.00781294,-2.34174e-19,0.00215131,10.771
0.01725,0.375,-0.23275,-1.73472e-17,-0.108615,0.008092,0,0.00222411,10.3912
0.018,0.375,-0.232,-1.82146e-17,-0.108527,0.00837454,0,0.00229665,10.0236
0.01875,0.375,-0.23125,-1.82146e-17,-0.108398,0.00866045,-1.11972e-19,0.00236991,9.67572
0.0195,0.375,-0.2305,-1.47451e-17,-0.108229,0.00893366,-1.11972e-19,0.00243763,9.38514
0.02025,0.375,-0.22975,-1.64799e-17,-0.10806,0.00920542,-1.29614e-19,0.00250504,9.0961
0.021,0.375,-0.229,-1.64799e-17,-0.107843,0.00946355,-2.2356e-19,0.00256812,8.85564
0.02175,0.375,-0.22825,-1.21431e-17,-0.107604,0.00972718,-2.2356e-19,0.00263101,8.62791
0.0225,0.375,-0.2275,-1.30104e-17,-0.107363,0.00999064,-2.22646e-19,0.00269392,8.40037
0.02325,0.375,-0.22675,-1.04083e-17,-0.10707,0.0102559,-2.592e-19,0.00275624,8.19917
0.024,0.375,-0.226,-1.21431e-17,-0.106778,0.0105111,-6.92679e-19,0.002815,8.01549
