distance,x,y,z,U_x,U_y,U_z,k,omega
3.46945e-18,8,-0.25,-3.46945e-18,0,0,0,0,13147.6
0.00075,8,-0.24925,3.46945e-18,0.102181,-5.58548e-07,3.07061e-25,8.11861e-05,1755.25
0.0015,8,-0.2485,-3.46945e-18,0.193518,-2.08558e-06,3.68869e-20,0.000594546,432.073
0.00225,8,-0.24775,-4.33681e-18,0.26004,-4.29602e-06,0,0.00132349,244.741
0.003,8,-0.247,-1.38778e-17,0.306795,-6.77659e-06,0,0.0018107,166.968
0.00375,8,-0.24625,-1.04083e-17,0.339087,-9.29215e-06,0,0.00209725,125.221
0.0045,8,-0.2455,-8.67362e-18,0.36474,-1.20416e-05,0,0.00229285,97.5605
0.00525,8,-0.24475,-1.21431e-17,0.384344,-1.48618e-05,0,0.00242265,79.5939
0.006,8,-0.244,-8.67362e-18,0.401209,-1.796e-05,0,0.002524,66.1509
0.00675,8,-0.24325,-7.80626e-18,0.414554,-2.10405e-05,0,0.00259824,56.78
0.0075,8,-0.2425,-8.67362e-18,0.426855,-2.44808e-05,0,0.00266326,49.0428
0.00825,8,-0.24175,-9.86624e-18,0.437136,-2.78331e-05,0,0.00271629,43.144
0.009,8,-0.241,-1.30104e-17,0.445981,-3.15584e-05,1.88761e-20,0.00276131,38.709
0.00975,8,-0.24025,-1.38778e-17,0.454498,-3.5612e-05,1.88628e-20,0.00280534,34.6804
0.0105,8,-0.2395,-1.86483e-17,0.461728,-3.94613e-05,1.96344e-21,0.00284344,31.471
0.01125,8,-0.23875,-1.12757e-17,0.46813,-4.37071e-05,-5.15232e-21,0.00287907,28.9135
0.012,8,-0.238,-1.25767e-17,0.474411,-4.81098e-05,-1.21769e-20,0.00291471,26.4737
0.01275,8,-0.23725,-1.38778e-17,0.480125,-5.29862e-05,-2.93682e-20,0.00294995,24.4583
0.0135,8,-0.2365,-1.73472e-17,0.485059,-5.73988e-05,-3.67714e-20,0.00298101,22.7515
0.01425,8,-0.23575,-1.30104e-17,0.489679,-6.24002e-05,-1.72327e-20,0.00301305,21.2943
0.015,8,-0.235,-1.34441e-17,0.494271,-6.74886e-05,1.41057e-23,0.00304528,19.8599
0.01575,8,-0.23425,-1.73472e-17,0.498571,-7.32505e-05,1.50568e-23,0.00307906,18.633
0.0165,8,-0.2335,-1.86483e-17,0.50227,-7.82023e-05,1.58563e-23,0.00310813,17.5768
0.01725,8,-0.23275,-1.73472e-17,0.505736,-8.38122e-05,-2.96724e-21,0.00313864,16.6697
0.018,8,-0.232,-1.9082e-17,0.509154,-8.95558e-05,-7.44923e-21,0.00316957,15.792
0.01875,8,-0.23125,-1.56125e-17,0.512511,-9.56353e-05,-4.21634e-21,0.00320137,14.9577
0.0195,8,-0.2305,-1.38778e-17,0.515689,-0.000102173,1.16387e-20,0.00323417,14.2167
0.02025,8,-0.22975,-1.21431e-17,0.518434,-0.000107813,2.45841e-20,0.00326247,13.5762
0.021,8,-0.229,-1.21431e-17,0.521056,-0.000114031,2.56017e-20,0.00329209,13.0038
0.02175,8,-0.22825,-1.23599e-17,0.523617,-0.000120549,2.06079e-20,0.00332249,12.4656
0.0225,8,-0.2275,-1.38778e-17,0.526177,-0.000127057,1.56732e-20,0.00335283,11.927
0.02325,8,-0.22675,-1.38778e-17,0.528655,-0.000134306,1.07597e-20,0.00338499,11.4407
0.024,8,-0.226,-1.38778e-17,0.530996,-0.000141498,6.01198e-21,0.00341647,10.9935
0.02475,8,-0.22525,-1.38778e-17,0.53306,-0.000147834,1.87212e-21,0.00344419,10.5986
0.0255,8,-0.2245,-1.04083e-17,0.53506,-0.000154672,-1.9118e-21,0.00347293,10.2365
0.02625,8,-0.22375,-9.6765e-18,0.537005,-0.000161932,-5.39693e-21,0.0035025,9.90191
0.027,8,-0.223,-5.20417e-18,0.538946,-0.000169195,-8.92861e-21,0.00353219,9.56768
0.02775,8,-0.22225,-4.98733e-18,0.540883,-0.000176531,-1.16434e-20,0.00356197,9.23642
0.0285,8,-0.2215,-6.93889e-18,0.542755,-0.000184828,-5.20734e-21,0.00359373,8.94441
0.02925,8,-0.22075,-6.93889e-18,0.544523,-0.000192685,9.66525e-22,0.00362389,8.66843
0.03,8,-0.22,-6.93889e-18,0.5461,-0.000199686,6.39986e-21,0.00365074,8.42194
0.03075,8,-0.21925,-1.04083e-17,0.547655,-0.000206961,9.51896e-21,0.00367804,8.18617
0.0315,8,-0.2185,-6.07153e-18,0.549155,-0.000214902,7.02688e-21,0.00370642,7.9764
0.03225,8,-0.21775,-1.57209e-18,0.550652,-0.000222848,4.49676e-21,0.0037349,7.76696
0.033,8,-0.217,-1.73472e-18,0.552148,-0.000230786,2.00582e-21,0.00376332,7.55725
0.03375,8,-0.21625,-8.67362e-19,0.553637,-0.000238919,-4.10774e-22,0.00379208,7.35237
0.0345,8,-0.2155,-1.73472e-18,0.555092,-0.000247911,-2.50268e-21,0.00382228,7.16858
0.03525,8,-0.21475,-3.46945e-18,0.556504,-0.00025665,-4.55933e-21,0.0038517,6.99029
0.036,8,-0.214,-6.93889e-18,0.557742,-0.000264312,-6.35057e-21,0.0038775,6.83381
0.03675,8,-0.21325,-7.37257e-18,0.558968,-0.000271901,-8.1175e-21,0.00390304,6.67871
0.0375,8,-0.2125,-1.04083e-17,0.56016,-0.000280145,-7.40208e-21,0.00392942,6.53949
0.03825,8,-0.21175,-1.12757e-17,0.561338,-0.000288667,-5.63092e-21,0.00395617,6.40703
0.039,8,-0.211,-1.0571e-17,0.562514,-0.000297192,-3.82758e-21,0.00398302,6.27488
0.03975,8,-0.21025,-5.20417e-18,0.563689,-0.000305712,-2.05724e-21,0.00400981,6.1425
0.0405,8,-0.2095,-3.46945e-18,0.564864,-0.000314232,-2.86901e-22,0.0040366,6.01012
0.04125,8,-0.20875,0,0.566022,-0.000323628,0,0.0040646,5.89106
0.042,8,-0.208,3.46945e-18,0.567177,-0.000333193,0,0.00409284,5.77458
0.04275,8,-0.20725,0,0.568256,-0.000342154,0,0.0041194,5.66576
0.0435,8,-0.2065,0,0.569229,-0.000350229,0,0.00414329,5.5675
0.04425,8,-0.20575,0,0.570202,-0.000358303,0,0.00416717,5.46923
0.045,8,-0.205,3.46945e-18,0.571161,-0.000366853,-1.31088e-21,0.00419154,5.37837
0.04575,8,-0.20425,1.73472e-18,0.572106,-0.000375833,-3.80623e-21,0.00421635,5.29419
0.0465,8,-0.2035,2.92735e-18,0.573052,-0.000384813,-6.30159e-21,0.00424116,5.21002
0.04725,8,-0.20275,6.50521e-18,0.573995,-0.00039379,-8.85259e-21,0.0042661,5.12615
0.048,8,-0.202,6.93889e-18,0.574938,-0.000402768,-1.13491e-20,0.00429096,5.04206
0.04875,8,-0.20125,6.93889e-18,0.575882,-0.000411746,-1.38456e-20,0.00431581,4.95797
0.0495,8,-0.2005,4.33681e-18,0.576821,-0.0004215,-1.09155e-20,0.00434156,4.88135
0.05025,8,-0.19975,6.93889e-18,0.577759,-0.000431494,-6.30702e-21,0.00436758,4.80704
0.051,8,-0.199,3.46945e-18,0.578682,-0.000441341,-1.73763e-21,0.00439326,4.73388
0.05175,8,-0.19825,3.46945e-18,0.579502,-0.0004501,2.37785e-21,0.0044162,4.66894
0.0525,8,-0.1975,5.20417e-18,0.580292,-0.000458537,6.26889e-21,0.00443822,4.60628
0.05325,8,-0.19675,4.33681e-19,0.581082,-0.000466973,1.01599e-20,0.00446023,4.54362
0.054,8,-0.196,0,0.581866,-0.000475815,1.11645e-20,0.00448258,4.48513
0.05475,8,-0.19525,0,0.582644,-0.000485113,8.91927e-21,0.0045053,4.43133
0.0555,8,-0.1945,-8.67362e-19,0.583422,-0.000494411,6.67406e-21,0.00452803,4.37754
0.05625,8,-0.19375,6.93889e-18,0.584199,-0.000503701,4.21911e-21,0.00455082,4.32388
0.057,8,-0.193,3.46945e-18,0.584975,-0.000512992,1.82145e-21,0.00457363,4.27026
0.05775,8,-0.19225,1.73472e-18,0.585751,-0.000522288,-4.28514e-22,0.0045964,4.21655
0.0585,8,-0.1915,3.46945e-18,0.586527,-0.000531584,-2.67848e-21,0.00461917,4.16285
0.05925,8,-0.19075,1.73472e-18,0.587306,-0.000541504,-2.92393e-21,0.00464255,4.11302
0.06,8,-0.19,3.46945e-18,0.588086,-0.000551766,-2.06709e-21,0.00466625,4.06533
0.06075,8,-0.18925,3.46945e-18,0.588867,-0.000562029,-1.21024e-21,0.00468996,4.01763
0.0615,8,-0.1885,6.93889e-18,0.589609,-0.000571778,4.62243e-23,0.00471262,3.97243
0.06225,8,-0.18775,6.93889e-18,0.590276,-0.000580564,9.11924e-22,0.004733,3.93169
0.063,8,-0.187,5.20417e-18,0.590934,-0.000589228,1.63474e-21,0.00475306,3.8915
0.06375,8,-0.18625,6.93889e-18,0.591591,-0.000597891,2.35756e-21,0.00477313,3.85131
0.0645,8,-0.1855,6.93889e-18,0.592249,-0.000606707,2.87969e-21,0.00479329,3.8122
0.06525,8,-0.18475,6.93889e-18,0.592905,-0.000616172,2.54622e-21,0.00481388,3.7777
0.066,8,-0.184,1.21431e-17,0.593561,-0.000625636,2.21274e-21,0.00483447,3.7432
0.06675,8,-0.18325,1.21431e-17,0.594218,-0.000635101,1.87927e-21,0.00485505,3.7087
0.0675,8,-0.1825,1.04083e-17,0.594873,-0.000644546,1.36752e-21,0.00487574,3.67434
0.06825,8,-0.18175,6.07153e-18,0.595528,-0.000653999,9.53912e-22,0.00489641,3.63998
0.069,8,-0.181,6.93889e-18,0.596183,-0.000663461,6.24433e-22,0.00491705,3.60556
0.06975,8,-0.18025,6.93889e-18,0.596838,-0.000672922,2.94954e-22,0.00493768,3.57115
0.0705,8,-0.1795,8.0231e-18,0.597494,-0.000682478,0,0.0049584,3.53712
0.07125,8,-0.17875,7.80626e-18,0.598161,-0.000692838,0,0.00497977,3.5064
0.072,8,-0.178,8.67362e-18,0.598828,-0.000703199,0,0.00500114,3.47567
0.07275,8,-0.17725,1.04083e-17,0.599495,-0.000713559,0,0.00502252,3.44495
0.0735,8,-0.1765,1.04083e-17,0.600136,-0.000723491,0,0.00504313,3.41554
0.07425,8,-0.17575,6.93889e-18,0.600718,-0.000732529,0,0.00506191,3.38882
