distance,x,y,z,U_x,U_y,U_z,k,omega
4.33681e-19,3.5,-0.25,-4.33681e-19,0,0,0,0,13147.6
0.00075,3.5,-0.24925,8.45678e-18,0.0831246,-3.54851e-06,-5.87315e-20,5.2951e-05,1786.43
0.0015,3.5,-0.2485,-2.1684e-18,0.161103,-1.38695e-05,1.23934e-18,0.000431919,407.067
0.00225,3.5,-0.24775,3.46945e-18,0.218341,-3.07237e-05,-1.28363e-19,0.00106532,219.638
0.003,3.5,-0.247,3.46945e-18,0.256905,-5.23638e-05,-1.26304e-19,0.00155183,144.968
0.00375,3.5,-0.24625,1.0842e-18,0.283315,-7.85701e-05,0,0.00190386,103.783
0.0045,3.5,-0.2455,-1.73472e-18,0.302225,-0.000109145,2.02663e-19,0.00218428,78.2664
0.00525,3.5,-0.24475,6.50521e-19,0.316064,-0.000143527,4.35666e-19,0.00242237,61.8822
0.006,3.5,-0.244,5.20417e-18,0.326831,-0.000181181,1.63105e-19,0.00263838,50.5672
0.00675,3.5,-0.24325,6.93889e-18,0.335414,-0.000221312,-2.97978e-19,0.00283741,42.4894
0.0075,3.5,-0.2425,6.72205e-18,0.342561,-0.000263733,-4.54423e-19,0.00302562,36.4165
0.00825,3.5,-0.24175,4.77049e-18,0.348675,-0.000307611,-3.88157e-21,0.00320474,31.6677
0.009,3.5,-0.241,1.27936e-17,0.353566,-0.000353783,1.13152e-19,0.00337113,28.35
0.00975,3.5,-0.24025,1.71304e-17,0.358033,-0.00040108,7.38346e-20,0.00353268,25.4905
0.0105,3.5,-0.2395,2.08167e-17,0.362061,-0.000449204,-1.23372e-19,0.00368857,23.0889
0.01125,3.5,-0.23875,2.08167e-17,0.365465,-0.000498613,-1.45921e-19,0.0038344,21.2841
0.012,3.5,-0.238,2.0383e-17,0.368749,-0.000548711,-1.37743e-19,0.0039788,19.6007
0.01275,3.5,-0.23725,1.73472e-17,0.371586,-0.000599864,-6.20272e-20,0.00411478,18.304
0.0135,3.5,-0.2365,1.47451e-17,0.374334,-0.000651,1.84576e-22,0.00424838,17.0772
