distance,x,y,z,U_x,U_y,U_z,k,omega
3.36103e-18,1.375,-0.25,3.36103e-18,0,0,0,0,13147.6
0.00075,1.375,-0.24925,-4.33681e-18,-0.0327613,-4.42873e-05,-2.25161e-20,4.98695e-05,1758.81
0.0015,1.375,-0.2485,4.33681e-18,-0.055628,-0.000167322,4.25491e-18,0.00043389,338.385
0.00225,1.375,-0.24775,5.85469e-18,-0.0652538,-0.000361289,4.93022e-18,0.00129114,150.801
0.003,1.375,-0.247,1.04083e-17,-0.0680445,-0.00058189,3.78648e-19,0.00217398,91.4724
0.00375,1.375,-0.24625,1.21431e-17,-0.0684015,-0.000813908,-3.89332e-18,0.00293727,64.8923
0.0045,1.375,-0.2455,1.30104e-17,-0.0678668,-0.00105434,-7.89303e-19,0.00359149,50.231
0.00525,1.375,-0.24475,8.67362e-18,-0.0669791,-0.00129931,-1.08059e-20,0.00415406,41.1629
0.006,1.375,-0.244,1.21431e-17,-0.0659422,-0.00154829,0,0.0046536,34.9208
0.00675,1.375,-0.24325,1.4962e-17,-0.0648418,-0.00179888,0,0.00510153,30.4066
0.0075,1.375,-0.2425,1.34441e-17,-0.0637054,-0.00205208,0,0.00551322,26.9631
0.00825,1.375,-0.24175,1.89735e-17,-0.0625568,-0.00230593,0,0.00589619,24.2206
0.009,1.375,-0.241,2.77556e-17,-0.0614021,-0.00256138,0,0.00624093,22.257
0.00975,1.375,-0.24025,3.24176e-17,-0.0602442,-0.00281837,0,0.00657149,20.548
0.0105,1.375,-0.2395,2.38524e-17,-0.0590891,-0.00307551,0,0.00688662,19.0917
0.01125,1.375,-0.23875,2.22261e-17,-0.0579411,-0.00333309,0,0.0071774,17.9746
0.012,1.375,-0.238,2.5804e-17,-0.0567887,-0.00359217,0,0.0074638,16.9288
0.01275,1.375,-0.23725,2.42861e-17,-0.0556432,-0.00385149,0,0.007731,16.1081
0.0135,1.375,-0.2365,2.67798e-17,-0.0545018,-0.00411025,0,0.0079937,15.3288
0.01425,1.375,-0.23575,3.1225e-17,-0.0533606,-0.00437044,0,0.00824137,14.7092
0.015,1.375,-0.235,2.9924e-17,-0.0522163,-0.00463146,0,0.00848805,14.1032
0.01575,1.375,-0.23425,2.42861e-17,-0.0510772,-0.00489238,0,0.00872027,13.6209
0.0165,1.375,-0.2335,3.03577e-17,-0.0499381,-0.0051533,0,0.00895248,13.1385
0.01725,1.375,-0.23275,3.1984e-17,-0.0488025,-0.00541389,-1.769e-19,0.00917181,12.7515
0.018,1.375,-0.232,3.64292e-17,-0.0476632,-0.00567546,-3.94497e-19,0.00938939,12.3819
0.01875,1.375,-0.23125,3.76218e-17,-0.0465189,-0.00593812,-3.50128e-19,0.00960349,12.0399
0.0195,1.375,-0.2305,3.46945e-17,-0.0453767,-0.00620023,1.90246e-19,0.00980935,11.7494
0.02025,1.375,-0.22975,4.42354e-17,-0.0442346,-0.00646235,7.30619e-19,0.0100152,11.459
0.021,1.375,-0.229,4.38018e-17,-0.0430926,-0.00672375,7.9727e-19,0.0102129,11.214
0.02175,1.375,-0.22825,4.85723e-17,-0.0419441,-0.00698635,6.40554e-19,0.0104075,10.9903
0.0225,1.375,-0.2275,4.59702e-17,-0.0407957,-0.00724895,4.83839e-19,0.0106021,10.7665
0.02325,1.375,-0.22675,4.67291e-17,-0.0396356,-0.0075129,2.65701e-19,0.0107908,10.5776
0.024,1.375,-0.226,4.51028e-17,-0.0384781,-0.00777591,-1.71488e-21,0.0109764,10.402
0.02475,1.375,-0.22525,4.33681e-17,-0.0373205,-0.00803891,-2.6913e-19,0.0111619,10.2263
0.0255,1.375,-0.2245,4.18502e-17,-0.0361606,-0.00830088,-3.80077e-19,0.0113418,10.074
0.02625,1.375,-0.22375,3.89229e-17,-0.0349893,-0.00856424,-3.80592e-19,0.0115186,9.93982
0.027,1.375,-0.223,4.16334e-17,-0.0338181,-0.0088276,-3.81108e-19,0.0116953,9.80563
0.02775,1.375,-0.22225,4.73796e-17,-0.0326395,-0.00909224,-3.79398e-19,0.0118723,9.67328
0.0285,1.375,-0.2215,5.04154e-17,-0.0314516,-0.00935589,-2.75186e-19,0.0120419,9.56956
0.02925,1.375,-0.22075,4.51028e-17,-0.0302637,-0.00961954,-1.70975e-19,0.0122114,9.46584
0.03,1.375,-0.22,4.68375e-17,-0.0290758,-0.0098832,-6.6763e-20,0.012381,9.36212
0.03075,1.375,-0.21925,4.68375e-17,-0.0278875,-0.0101455,0,0.0125476,9.26675
0.0315,1.375,-0.2185,4.73796e-17,-0.0266769,-0.0104094,0,0.0127101,9.18981
0.03225,1.375,-0.21775,4.85723e-17,-0.0254663,-0.0106733,0,0.0128727,9.11286
0.033,1.375,-0.217,4.68375e-17,-0.0242558,-0.0109372,0,0.0130352,9.03592
0.03375,1.375,-0.21625,4.79217e-17,-0.023033,-0.0112026,0,0.0131976,8.96236
0.0345,1.375,-0.2155,4.59702e-17,-0.0217967,-0.0114667,0,0.0133544,8.90544
0.03525,1.375,-0.21475,4.51028e-17,-0.0205605,-0.0117308,0,0.0135111,8.84852
0.036,1.375,-0.214,4.33681e-17,-0.0193243,-0.0119949,0,0.0136679,8.7916
0.03675,1.375,-0.21325,4.11997e-17,-0.0180881,-0.012259,0,0.0138246,8.73468
0.0375,1.375,-0.2125,4.01155e-17,-0.0168359,-0.0125215,8.21985e-20,0.0139764,8.69064
0.03825,1.375,-0.21175,3.69713e-17,-0.0155662,-0.0127858,2.02541e-19,0.0141274,8.65159
0.039,1.375,-0.211,3.1225e-17,-0.0142965,-0.01305,3.22883e-19,0.0142784,8.61254
0.03975,1.375,-0.21025,3.46945e-17,-0.0130268,-0.0133143,4.43225e-19,0.0144295,8.57349
0.0405,1.375,-0.2095,3.38271e-17,-0.011757,-0.0135785,5.63567e-19,0.0145805,8.53444
0.04125,1.375,-0.20875,3.40439e-17,-0.0104473,-0.0138447,4.12442e-19,0.0147285,8.50657
0.042,1.375,-0.208,3.54534e-17,-0.00914093,-0.0141091,2.08294e-19,0.0148747,8.48109
0.04275,1.375,-0.20725,3.1225e-17,-0.00783458,-0.0143734,4.1453e-21,0.0150209,8.4556
0.0435,1.375,-0.2065,3.1225e-17,-0.00652823,-0.0146378,-2.00003e-19,0.0151671,8.43011
0.04425,1.375,-0.20575,2.90566e-17,-0.00522188,-0.0149022,-4.04152e-19,0.0153133,8.40463
0.045,1.375,-0.205,2.82977e-17,-0.00390044,-0.0151646,-4.95785e-19,0.0154559,8.38589
0.04575,1.375,-0.20425,2.88398e-17,-0.00254742,-0.0154291,-4.96459e-19,0.0155972,8.37291
0.0465,1.375,-0.2035,2.94903e-17,-0.00119439,-0.0156936,-4.97133e-19,0.0157384,8.35993
0.04725,1.375,-0.20275,2.42861e-17,0.000158629,-0.015958,-4.97806e-19,0.0158797,8.34695
0.048,1.375,-0.202,2.42861e-17,0.00151165,-0.0162225,-4.9848e-19,0.016021,8.33396
0.04875,1.375,-0.20125,2.47198e-17,0.00286468,-0.016487,-4.99154e-19,0.0161623,8.32098
0.0495,1.375,-0.2005,2.30935e-17,0.00426786,-0.0167537,-4.6432e-19,0.0163014,8.31509
0.05025,1.375,-0.19975,2.19009e-17,0.00567097,-0.0170182,-4.18782e-19,0.0164384,8.31144
0.051,1.375,-0.199,2.19009e-17,0.00707408,-0.0172828,-3.73244e-19,0.0165753,8.30779
0.05175,1.375,-0.19825,2.08167e-17,0.00847719,-0.0175474,-3.27706e-19,0.0167123,8.30414
0.0525,1.375,-0.1975,2.25514e-17,0.00988031,-0.0178119,-2.82168e-19,0.0168492,8.30049
0.05325,1.375,-0.19675,2.21177e-17,0.0112834,-0.0180765,-2.3663e-19,0.0169862,8.29684
0.054,1.375,-0.196,2.1684e-17,0.0127039,-0.0183387,-2.14997e-19,0.0171198,8.29721
0.05475,1.375,-0.19525,1.99493e-17,0.0141694,-0.0186033,-2.15217e-19,0.0172521,8.30203
0.0555,1.375,-0.1945,1.99493e-17,0.0156348,-0.0188679,-2.15436e-19,0.0173843,8.30685
0.05625,1.375,-0.19375,1.73472e-17,0.0171003,-0.0191325,-2.15656e-19,0.0175166,8.31167
0.057,1.375,-0.193,2.08167e-17,0.0185658,-0.0193971,-2.15876e-19,0.0176488,8.31649
0.05775,1.375,-0.19225,1.9082e-17,0.0200312,-0.0196617,-2.16096e-19,0.0177811,8.32131
0.0585,1.375,-0.1915,2.1684e-17,0.0214967,-0.0199263,-2.16316e-19,0.0179133,8.32613
0.05925,1.375,-0.19075,2.20093e-17,0.0230201,-0.0201934,-1.82911e-19,0.0180441,8.33539
0.06,1.375,-0.19,2.38524e-17,0.0245514,-0.0204581,-1.29295e-19,0.0181718,8.3469
0.06075,1.375,-0.18925,2.69966e-17,0.0260826,-0.0207227,-7.56791e-20,0.0182996,8.35842
0.0615,1.375,-0.1885,3.1225e-17,0.0276139,-0.0209873,-2.20632e-20,0.0184274,8.36994
