distance,x,y,z,U_x,U_y,U_z,k,omega
3.43506e-18,-8.89429e-20,8.95324e-20,3.43274e-18,2.22954e-17,-3.91285e-19,-7.24761e-36,6.34253e-21,3323.17
0.0005,-8.89429e-20,0.0005,9.54098e-18,0.123681,-0.00329078,-1.26133e-20,0.000128118,2350.07
0.001,-8.89429e-20,0.001,3.46945e-18,0.226484,-0.00282625,5.02322e-21,0.000574028,1201.19
0.0015,-8.89429e-20,0.0015,3.46945e-18,0.306551,-0.00290528,-1.53333e-20,0.00128401,561.087
0.002,-8.89429e-20,0.002,0,0.366603,-0.003457,-6.87769e-20,0.00222252,366.628
0.0025,-8.89429e-20,0.0025,0,0.409717,-0.00374544,-2.52271e-20,0.00280093,255.277
0.003,-8.89429e-20,0.003,-1.73472e-18,0.441824,-0.00387784,6.99939e-20,0.00315856,194.02
0.0035,-8.89429e-20,0.0035,0,0.467334,-0.00399926,7.8002e-20,0.00339809,152.169
0.004,-8.89429e-20,0.004,-8.67362e-18,0.487215,-0.00411053,1.47002e-20,0.00353891,126.56
0.0045,-8.89429e-20,0.0045,-7.80626e-18,0.504947,-0.00421289,-3.4493e-20,0.00365797,104.796
0.005,-8.89429e-20,0.005,-6.93889e-18,0.518979,-0.00430582,-4.41753e-20,0.00372588,91.8989
0.0055,-8.89429e-20,0.0055,-1.04083e-17,0.531634,-0.00438982,-5.2926e-20,0.00378713,80.2684
0.006,-8.89429e-20,0.006,-8.67362e-18,0.542734,-0.00447064,-3.18361e-20,0.00383381,71.5262
0.0065,-8.89429e-20,0.0065,-9.54098e-18,0.552653,-0.00454755,5.81916e-21,0.0038709,64.6695
0.007,-8.89429e-20,0.007,-1.38778e-17,0.561832,-0.00461884,4.06621e-20,0.00390523,58.3242
0.0075,-8.89429e-20,0.0075,-1.04083e-17,0.569917,-0.00468776,5.7934e-20,0.00393217,53.611
0.008,-8.89429e-20,0.008,-1.25767e-17,0.577465,-0.00475424,6.95098e-20,0.0039562,49.5088
0.0085,-8.89429e-20,0.0085,-1.04083e-17,0.58444,-0.00481575,8.02746e-20,0.0039784,45.7181
0.009,-8.89429e-20,0.009,-1.04083e-17,0.590887,-0.00487716,8.27651e-20,0.00399807,42.5783
0.0095,-8.89429e-20,0.0095,-1.04083e-17,0.596955,-0.0049385,7.93401e-20,0.00401595,39.9038
0.01,-8.89429e-20,0.01,-8.67362e-18,0.602474,-0.00499436,7.63119e-20,0.0040322,37.4716
0.0105,-8.89429e-20,0.0105,-8.67362e-18,0.607908,-0.0050497,7.16278e-20,0.00404819,35.0951
0.011,-8.89429e-20,0.011,-1.21431e-17,0.612767,-0.00510535,3.45527e-20,0.00406229,33.3222
0.0115,-8.89429e-20,0.0115,-9.97466e-18,0.617535,-0.00515997,-1.80507e-21,0.00407613,31.583
0.012,-8.89429e-20,0.012,-1.21431e-17,0.62191,-0.00521016,-3.51129e-20,0.00408883,29.9866
0.0125,-8.89429e-20,0.0125,-1.06252e-17,0.626233,-0.00526047,-6.39709e-20,0.00410142,28.4386
0.013,-8.89429e-20,0.013,-1.04083e-17,0.630192,-0.00531167,-6.17749e-20,0.00411319,27.2279
0.0135,-8.89429e-20,0.0135,-9.6494e-18,0.634127,-0.00536256,-5.95951e-20,0.00412489,26.0244
0.014,-8.89429e-20,0.014,-1.04083e-17,0.637691,-0.00540871,-5.76679e-20,0.00413548,24.9343
0.0145,-8.89429e-20,0.0145,-1.04083e-17,0.641256,-0.00545487,-5.57407e-20,0.00414608,23.8441
0.015,-8.89429e-20,0.015,-1.21431e-17,0.644595,-0.005502,-4.602e-20,0.00415631,22.9424
0.0155,-8.89429e-20,0.0155,-1.38778e-17,0.647867,-0.00554943,-3.39266e-20,0.00416643,22.098
0.016,-8.89429e-20,0.016,-1.04083e-17,0.650984,-0.00559464,-2.24375e-20,0.00417607,21.2934
0.0165,-8.89429e-20,0.0165,-1.04083e-17,0.653929,-0.0056374,-1.16216e-20,0.00418518,20.5331
0.017,-8.89429e-20,0.017,-6.93889e-18,0.656875,-0.00568015,-8.05716e-22,0.00419429,19.7728
0.0175,-8.89429e-20,0.0175,-6.93889e-18,0.659627,-0.00572424,0,0.0042031,19.1627
0.018,-8.89429e-20,0.018,-1.04083e-17,0.662365,-0.00576843,0,0.00421189,18.5648
0.0185,-8.89429e-20,0.0185,-5.63785e-18,0.664999,-0.00581098,0,0.00422034,17.9894
0.019,-8.89429e-20,0.019,-5.20417e-18,0.667464,-0.00585081,0,0.00422826,17.451
0.0195,-8.89429e-20,0.0195,-6.93889e-18,0.669929,-0.00589065,0,0.00423617,16.9126
0.02,-8.89429e-20,0.02,-1.04083e-17,0.672313,-0.00593131,6.87087e-21,0.00424391,16.4345
0.0205,-8.89429e-20,0.0205,-1.04083e-17,0.67463,-0.00597265,1.93943e-20,0.00425151,16.0059
0.021,-8.89429e-20,0.021,-1.04083e-17,0.676948,-0.00601399,3.19178e-20,0.00425911,15.5774
0.0215,-8.89429e-20,0.0215,-4.33681e-18,0.679099,-0.00605239,4.35627e-20,0.00426616,15.1796
0.022,-8.89429e-20,0.022,-3.46945e-18,0.681186,-0.00608965,5.48646e-20,0.004273,14.7938
0.0225,-8.89429e-20,0.0225,-3.46945e-18,0.683273,-0.0061269,6.61665e-20,0.00427985,14.4079
0.023,-8.89429e-20,0.023,-5.20417e-18,0.6853,-0.00616503,4.20306e-20,0.00428647,14.0656
0.0235,-8.89429e-20,0.0235,-5.20417e-18,0.687283,-0.00620381,-8.11516e-21,0.00429294,13.7553
0.024,-8.89429e-20,0.024,-3.46945e-18,0.689267,-0.00624258,-5.82609e-20,0.00429941,13.445
0.0245,-8.89429e-20,0.0245,-6.07153e-18,0.691165,-0.00627969,-1.06247e-19,0.00430559,13.1481
0.025,-8.89429e-20,0.025,-6.93889e-18,0.692951,-0.00631463,-1.51417e-19,0.00431142,12.8686
0.0255,-8.89429e-20,0.0255,-6.93889e-18,0.694737,-0.00634957,-1.96588e-19,0.00431724,12.5892
0.026,-8.89429e-20,0.026,-3.46945e-18,0.696523,-0.00638451,-2.41758e-19,0.00432306,12.3097
0.0265,-8.89429e-20,0.0265,-1.73472e-18,0.698242,-0.00642085,-1.89945e-19,0.00432844,12.0797
0.027,-8.89429e-20,0.027,0,0.699958,-0.00645727,-1.32365e-19,0.00433378,11.8526
0.0275,-8.89429e-20,0.0275,-3.46945e-18,0.701673,-0.0064937,-7.47856e-20,0.00433913,11.6255
0.028,-8.89429e-20,0.028,-3.90313e-18,0.703311,-0.00652849,-1.9814e-20,0.00434424,11.4086
0.0285,-8.89429e-20,0.0285,0,0.704855,-0.00656131,3.20156e-20,0.00434905,11.2041
0.029,-8.89429e-20,0.029,0,0.7064,-0.00659413,8.38452e-20,0.00435387,10.9996
0.0295,-8.89429e-20,0.0295,3.46945e-18,0.707944,-0.00662695,1.35675e-19,0.00435868,10.7951
0.03,-8.89429e-20,0.03,6.07153e-18,0.709461,-0.00666059,1.45868e-19,0.00436316,10.6116
0.0305,-8.89429e-20,0.0305,6.93889e-18,0.710958,-0.00669484,1.25535e-19,0.00436738,10.4435
0.031,-8.89429e-20,0.031,3.46945e-18,0.712456,-0.00672909,1.05202e-19,0.00437161,10.2754
0.0315,-8.89429e-20,0.0315,3.46945e-18,0.713953,-0.00676334,8.48691e-20,0.00437583,10.1073
0.032,-8.89429e-20,0.032,4.33681e-18,0.715345,-0.00679521,6.59625e-20,0.00437977,9.95088
0.0325,-8.89429e-20,0.0325,5.20417e-18,0.716694,-0.00682607,4.7666e-20,0.00438357,9.79949
0.033,-8.89429e-20,0.033,0,0.718042,-0.00685693,2.93695e-20,0.00438738,9.64811
0.0335,-8.89429e-20,0.0335,6.93889e-18,0.71939,-0.00688779,1.1073e-20,0.00439118,9.49672
0.034,-8.89429e-20,0.034,4.77049e-18,0.720726,-0.00691918,0,0.0043947,9.35535
0.0345,-8.89429e-20,0.0345,5.20417e-18,0.722044,-0.00695139,0,0.0043978,9.22934
0.035,-8.89429e-20,0.035,5.20417e-18,0.723362,-0.0069836,0,0.0044009,9.10333
0.0355,-8.89429e-20,0.0355,6.93889e-18,0.72468,-0.00701581,0,0.00440399,8.97733
0.036,-8.89429e-20,0.036,8.07731e-18,0.725986,-0.00704773,0,0.00440706,8.85244
0.0365,-8.89429e-20,0.0365,6.07153e-18,0.727173,-0.00707675,0,0.00440985,8.73896
0.037,-8.89429e-20,0.037,5.20417e-18,0.728359,-0.00710577,0,0.00441264,8.62548
0.0375,-8.89429e-20,0.0375,3.46945e-18,0.729546,-0.00713479,0,0.00441542,8.51201
0.038,-8.89429e-20,0.038,6.93889e-18,0.730733,-0.00716382,0,0.00441821,8.39853
0.0385,-8.89429e-20,0.0385,4.11997e-18,0.731914,-0.00719322,2.12766e-21,0.00442074,8.29052
0.039,-8.89429e-20,0.039,8.67362e-18,0.733083,-0.0072235,9.056e-21,0.00442269,8.19485
0.0395,-8.89429e-20,0.0395,6.93889e-18,0.734251,-0.00725378,1.59843e-20,0.00442464,8.09918
0.04,-8.89429e-20,0.04,6.93889e-18,0.73542,-0.00728405,2.29127e-20,0.00442659,8.00351
0.0405,-8.89429e-20,0.0405,6.93889e-18,0.736588,-0.00731433,2.9841e-20,0.00442854,7.90784
0.041,-8.89429e-20,0.041,9.97466e-18,0.737696,-0.00734304,3.64004e-20,0.00443039,7.81716
0.0415,-8.89429e-20,0.0415,8.67362e-18,0.738748,-0.00737032,4.26261e-20,0.00443215,7.731
0.042,-8.89429e-20,0.042,6.93889e-18,0.739801,-0.0073976,4.88518e-20,0.00443391,7.64484
0.0425,-8.89429e-20,0.0425,6.93889e-18,0.740853,-0.00742488,5.50774e-20,0.00443566,7.55868
0.043,-8.89429e-20,0.043,1.04083e-17,0.741906,-0.00745216,6.13031e-20,0.00443742,7.47252
0.0435,-8.89429e-20,0.0435,7.37257e-18,0.742956,-0.00747968,6.03265e-20,0.00443897,7.38905
0.044,-8.89429e-20,0.044,4.33681e-18,0.743999,-0.00750813,3.2842e-20,0.00443977,7.31553
0.0445,-8.89429e-20,0.0445,5.20417e-18,0.745042,-0.00753657,5.3575e-21,0.00444056,7.242
0.045,-8.89429e-20,0.045,6.93889e-18,0.746084,-0.00756501,-2.2127e-20,0.00444136,7.16847
0.0455,-8.89429e-20,0.0455,3.46945e-18,0.747127,-0.00759345,-4.96115e-20,0.00444216,7.09494
0.046,-8.89429e-20,0.046,3.46945e-18,0.74817,-0.00762189,-7.70959e-20,0.00444295,7.02141
0.0465,-8.89429e-20,0.0465,2.1684e-18,0.749119,-0.0076478,-1.02128e-19,0.00444368,6.95447
0.047,-8.89429e-20,0.047,0,0.750058,-0.00767342,-1.26894e-19,0.00444439,6.88825
0.0475,-8.89429e-20,0.0475,0,0.750998,-0.00769905,-1.5166e-19,0.00444511,6.82202
0.048,-8.89429e-20,0.048,0,0.751937,-0.00772468,-1.76427e-19,0.00444583,6.7558
0.0485,-8.89429e-20,0.0485,0,0.752876,-0.0077503,-2.01193e-19,0.00444654,6.68958
0.049,-8.89429e-20,0.049,5.32276e-18,0.753815,-0.00777593,-2.25781e-19,0.00444726,6.62338
0.0495,-8.89429e-20,0.0495,6.93889e-18,0.754751,-0.00780261,-1.9435e-19,0.00444705,6.56627
0.05,-8.89429e-20,0.05,8.67362e-18,0.755686,-0.00782929,-1.62919e-19,0.00444684,6.50916
0.0505,-8.89429e-20,0.0505,6.93889e-18,0.756622,-0.00785597,-1.31488e-19,0.00444664,6.45205
0.051,-8.89429e-20,0.051,3.46945e-18,0.757557,-0.00788264,-1.00057e-19,0.00444643,6.39494
0.0515,-8.89429e-20,0.0515,3.46945e-18,0.758493,-0.00790932,-6.8626e-20,0.00444622,6.33783
0.052,-8.89429e-20,0.052,2.60209e-18,0.759419,-0.00793572,-3.75187e-20,0.00444602,6.28131
0.0525,-8.89429e-20,0.0525,1.73472e-18,0.760261,-0.00795976,-9.19968e-21,0.00444583,6.22987
0.053,-8.89429e-20,0.053,3.46945e-18,0.761104,-0.0079838,1.91193e-20,0.00444564,6.17843
0.0535,-8.89429e-20,0.0535,1.73472e-18,0.761947,-0.00800784,4.74383e-20,0.00444546,6.12699
0.054,-8.89429e-20,0.054,0,0.762789,-0.00803187,7.57573e-20,0.00444527,6.07555
0.0545,-8.89429e-20,0.0545,3.46945e-18,0.763632,-0.00805591,1.04076e-19,0.00444508,6.02411
0.055,-8.89429e-20,0.055,3.46945e-18,0.764474,-0.00807995,1.32395e-19,0.0044449,5.97267
0.0555,-8.89429e-20,0.0555,4.33681e-18,0.765317,-0.00810451,1.35468e-19,0.00444414,5.92491
0.056,-8.89429e-20,0.056,5.20417e-18,0.76616,-0.00812949,1.18054e-19,0.00444291,5.88015
0.0565,-8.89429e-20,0.0565,3.46945e-18,0.767003,-0.00815447,1.0064e-19,0.00444169,5.83539
0.057,-8.89429e-20,0.057,3.46945e-18,0.767846,-0.00817944,8.32265e-20,0.00444047,5.79063
0.0575,-8.89429e-20,0.0575,6.93889e-18,0.768689,-0.00820442,6.58125e-20,0.00443925,5.74587
0.058,-8.89429e-20,0.058,3.46945e-18,0.769532,-0.0082294,4.83985e-20,0.00443802,5.7011
0.0585,-8.89429e-20,0.0585,1.4265e-18,0.770375,-0.00825438,3.09846e-20,0.0044368,5.65634
0.059,-8.89429e-20,0.059,-4.33681e-19,0.771135,-0.00827689,1.53181e-20,0.0044357,5.61602
0.0595,-8.89429e-20,0.0595,1.73472e-18,0.771894,-0.0082994,-3.48419e-22,0.0044346,5.5757
0.06,-8.89429e-20,0.06,5.20417e-18,0.772653,-0.00832191,-1.60149e-20,0.0044335,5.53538
0.0605,-8.89429e-20,0.0605,5.20417e-18,0.773413,-0.00834442,-3.16814e-20,0.0044324,5.49506
0.061,-8.89429e-20,0.061,3.46945e-18,0.774172,-0.00836693,-4.73479e-20,0.0044313,5.45473
0.0615,-8.89429e-20,0.0615,3.46945e-18,0.774931,-0.00838943,-6.30145e-20,0.00443019,5.41441
0.062,-8.89429e-20,0.062,3.46945e-18,0.775691,-0.00841194,-7.8681e-20,0.00442909,5.37409
0.0625,-8.89429e-20,0.0625,3.03577e-18,0.776452,-0.00843505,-7.53569e-20,0.00442725,5.33733
0.063,-8.89429e-20,0.063,8.67362e-19,0.777215,-0.00845838,-6.47539e-20,0.00442511,5.30193
0.0635,-8.89429e-20,0.0635,3.46945e-18,0.777977,-0.00848171,-5.41509e-20,0.00442298,5.26653
0.064,-8.89429e-20,0.064,1.73472e-18,0.778739,-0.00850504,-4.3548e-20,0.00442084,5.23113
0.0645,-8.89429e-20,0.0645,0,0.779501,-0.00852837,-3.2945e-20,0.00441871,5.19573
0.065,-8.89429e-20,0.065,0,0.780264,-0.0085517,-2.2342e-20,0.00441658,5.16033
0.0655,-8.89429e-20,0.0655,0,0.781026,-0.00857503,-1.17391e-20,0.00441444,5.12493
0.066,-8.89429e-20,0.066,-5.20417e-18,0.781755,-0.00859733,-1.60375e-21,0.00441241,5.09109
0.0665,-8.89429e-20,0.0665,-6.07153e-18,0.782441,-0.00861836,7.95021e-21,0.00441048,5.0592
0.067,-8.89429e-20,0.067,-1.73472e-18,0.783128,-0.00863938,1.75042e-20,0.00440856,5.02731
0.0675,-8.89429e-20,0.0675,-3.46945e-18,0.783815,-0.00866041,2.70581e-20,0.00440664,4.99541
0.068,-8.89429e-20,0.068,-3.46945e-18,0.784502,-0.00868143,3.66121e-20,0.00440472,4.96352
0.0685,-8.89429e-20,0.0685,-6.93889e-18,0.785189,-0.00870246,4.6166e-20,0.00440279,4.93163
0.069,-8.89429e-20,0.069,-6.93889e-18,0.785875,-0.00872348,5.572e-20,0.00440087,4.89974
0.0695,-8.89429e-20,0.0695,-1.04083e-17,0.786562,-0.00874451,6.5274e-20,0.00439895,4.86784
0.07,-8.89429e-20,0.07,-8.23994e-18,0.78725,-0.00876579,6.97552e-20,0.00439667,4.83726
0.0705,-8.89429e-20,0.0705,-1.12757e-17,0.787941,-0.00878752,6.53475e-20,0.00439375,4.80897
0.071,-8.89429e-20,0.071,-1.21431e-17,0.788632,-0.00880926,6.09398e-20,0.00439084,4.78068
0.0715,-8.89429e-20,0.0715,-1.21431e-17,0.789323,-0.00883099,5.65322e-20,0.00438793,4.75239
0.072,-8.89429e-20,0.072,-8.67362e-18,0.790015,-0.00885272,5.21245e-20,0.00438501,4.7241
0.0725,-8.89429e-20,0.0725,-1.04083e-17,0.790706,-0.00887446,4.77169e-20,0.0043821,4.69581
0.073,-8.89429e-20,0.073,-6.93889e-18,0.791397,-0.00889619,4.33092e-20,0.00437919,4.66751
0.0735,-8.89429e-20,0.0735,-1.04083e-17,0.792088,-0.00891792,3.89015e-20,0.00437627,4.63922
0.074,-8.89429e-20,0.074,-6.72205e-18,0.792759,-0.00893905,3.46139e-20,0.00437344,4.61172
0.0745,-8.89429e-20,0.0745,-5.63785e-18,0.793382,-0.00895864,3.06335e-20,0.00437082,4.58623
0.075,-8.89429e-20,0.075,-6.93889e-18,0.794005,-0.00897823,2.66531e-20,0.00436819,4.56074
