distance,x,y,z,U_x,U_y,U_z,k,omega
3.46945e-18,1.25,-0.25,3.46945e-18,0,0,0,0,3286.9
0.00075,1.25,-0.24925,-3.46945e-18,-0.047638,-3.80143e-05,-1.67712e-18,0.000106454,2113.94
0.0015,1.25,-0.2485,-6.93889e-18,-0.0800612,-0.000139733,3.41488e-18,0.000505239,432.854
0.00225,1.25,-0.24775,-4.77049e-18,-0.0971223,-0.000318665,3.5178e-19,0.00132843,176.238
0.003,1.25,-0.247,-5.63785e-18,-0.102236,-0.000530033,4.27118e-19,0.00223666,104.047
0.00375,1.25,-0.24625,-3.46945e-18,-0.104939,-0.000731445,6.89351e-19,0.00302411,65.0689
0.0045,1.25,-0.2455,-6.93889e-18,-0.105209,-0.000951955,4.06808e-19,0.00367656,50.5674
0.00525,1.25,-0.24475,-3.46945e-18,-0.105256,-0.00115963,1.19163e-19,0.00423981,39.6671
0.006,1.25,-0.244,-2.60209e-18,-0.10464,-0.00138898,2.97769e-19,0.00473233,34.0082
0.00675,1.25,-0.24325,-2.1684e-18,-0.10414,-0.00159303,5.95293e-19,0.00517372,28.9306
0.0075,1.25,-0.2425,0,-0.1032,-0.00183489,2.98181e-19,0.00558053,26.1186
0.00825,1.25,-0.24175,3.46945e-18,-0.102358,-0.00205601,2.17698e-19,0.00594782,23.6143
0.009,1.25,-0.241,0,-0.101521,-0.00227226,-4.53714e-20,0.00629236,21.4647
0.00975,1.25,-0.24025,-3.46945e-18,-0.100458,-0.00251699,-2.67722e-19,0.00662612,20.008
0.0105,1.25,-0.2395,-1.73472e-18,-0.0995,-0.00274274,-5.7242e-19,0.00693167,18.6754
0.01125,1.25,-0.23875,-2.78504e-18,-0.0986278,-0.00295194,-7.29682e-19,0.00721834,17.4235
0.012,1.25,-0.238,-3.46945e-18,-0.0974876,-0.00320294,-7.28496e-19,0.00750838,16.5783
0.01275,1.25,-0.23725,0,-0.0964284,-0.0034402,-3.11814e-19,0.00777971,15.7891
0.0135,1.25,-0.2365,0,-0.0954591,-0.00366013,-1.01548e-19,0.00803269,15.0529
0.01425,1.25,-0.23575,-3.46945e-18,-0.0944942,-0.00387797,-8.19366e-20,0.00827883,14.3722
0.015,1.25,-0.235,0,-0.0933198,-0.00413115,6.2651e-20,0.0085323,13.87
0.01575,1.25,-0.23425,-4.33681e-18,-0.0922216,-0.00437165,-1.63677e-19,0.00877094,13.3973
0.0165,1.25,-0.2335,0,-0.0911901,-0.0045996,-3.87821e-19,0.00899724,12.9489
0.01725,1.25,-0.23275,0,-0.0902292,-0.00481281,-2.68267e-19,0.0092112,12.5248
0.018,1.25,-0.232,0,-0.0891243,-0.00505093,-1.41924e-19,0.00943212,12.1715
0.01875,1.25,-0.23125,0,-0.0879226,-0.00530581,-1.10147e-20,0.00965774,11.8658
0.0195,1.25,-0.2305,-7.80626e-18,-0.0868176,-0.00554466,3.60676e-19,0.00986682,11.5825
0.02025,1.25,-0.22975,-6.93889e-18,-0.0857519,-0.0057758,6.9474e-19,0.0100695,11.3079
0.021,1.25,-0.229,-6.07153e-18,-0.0847632,-0.00599043,8.0576e-19,0.01026,11.0497
0.02175,1.25,-0.22825,-6.93889e-18,-0.0837251,-0.00621351,8.49838e-19,0.0104531,10.806
0.0225,1.25,-0.2275,-1.04083e-17,-0.0824924,-0.00646987,6.30019e-19,0.0106571,10.6194
0.02325,1.25,-0.22675,-6.93889e-18,-0.0812775,-0.00672328,3.96176e-19,0.0108583,10.4353
0.024,1.25,-0.226,-8.67362e-18,-0.0801571,-0.00696113,8.80802e-20,0.0110451,10.2644
0.02475,1.25,-0.22525,-1.04083e-17,-0.0790603,-0.00719389,-1.92119e-19,0.0112285,10.0965
0.0255,1.25,-0.2245,-1.38778e-17,-0.0780413,-0.00740977,-3.79691e-19,0.0114007,9.93888
0.02625,1.25,-0.22375,-1.23599e-17,-0.0770224,-0.00762566,-5.67263e-19,0.0115729,9.78123
0.027,1.25,-0.223,-1.73472e-17,-0.075797,-0.00787543,-5.31614e-19,0.0117569,9.66117
0.02775,1.25,-0.22225,-1.38778e-17,-0.0745233,-0.00813312,-4.43851e-19,0.0119437,9.54989
0.0285,1.25,-0.2215,-1.38778e-17,-0.0732944,-0.00838353,-3.60053e-19,0.0121244,9.44227
0.02925,1.25,-0.22075,-1.21431e-17,-0.0721353,-0.00862257,-2.82457e-19,0.0122955,9.34037
0.03,1.25,-0.22,-1.73472e-17,-0.0709871,-0.00885925,-2.05237e-19,0.0124652,9.2393
0.03075,1.25,-0.21925,-1.73472e-17,-0.0699302,-0.00907627,-1.31165e-19,0.0126229,9.14523
0.0315,1.25,-0.2185,-1.56125e-17,-0.0688732,-0.0092933,-5.70942e-20,0.0127806,9.05117
0.03225,1.25,-0.21775,-1.73472e-17,-0.067751,-0.00952035,5.94599e-21,0.012942,8.96488
0.033,1.25,-0.217,-1.73472e-17,-0.066421,-0.00977929,3.38907e-20,0.0131151,8.90333
