distance,x,y,z,U_x,U_y,U_z,k,omega
1.08786e-18,-0.999,8.91424e-20,-1.0842e-18,0.0252815,2.66879e-21,6.42819e-36,0.000253057,1875.2
0.0005,-0.999,0.0005,6.93889e-18,0.0560085,2.39508e-07,5.76892e-22,0.000546784,838.643
0.001,-0.999,0.001,1.73472e-18,0.112754,-1.27652e-05,-1.56299e-21,0.00110254,692.198
0.0015,-0.999,0.0015,0,0.167974,-1.27652e-05,-1.56299e-21,0.00165528,596.732
0.002,-0.999,0.002,-5.20417e-18,0.222587,-3.2653e-05,9.32252e-22,0.00222376,499.002
0.0025,-0.999,0.0025,-3.46945e-18,0.278686,-3.2653e-05,9.32252e-22,0.00278529,402.017
0.003,-0.999,0.003,1.73472e-18,0.332593,-4.63523e-05,0,0.00333308,309.057
0.0035,-0.999,0.0035,0,0.379894,-4.63523e-05,0,0.00379817,229.482
0.004,-0.999,0.004,-3.46945e-18,0.419906,-5.18049e-05,0,0.00418321,164.705
0.0045,-0.999,0.0045,-3.46945e-18,0.452858,-5.18049e-05,0,0.00449217,113.218
0.005,-0.999,0.005,-6.93889e-18,0.465182,-5.19061e-05,0,0.00456898,104.037
0.0055,-0.999,0.0055,-9.54098e-18,0.476412,-5.23187e-05,0,0.00463804,95.6035
0.006,-0.999,0.006,-1.04083e-17,0.488261,-5.23187e-05,0,0.00471217,86.7981
0.0065,-0.999,0.0065,-1.04083e-17,0.500181,-5.33155e-05,0,0.00478482,77.9749
0.007,-0.999,0.007,-1.38778e-17,0.511262,-5.33155e-05,0,0.00485414,69.7402
0.0075,-0.999,0.0075,-1.04083e-17,0.521155,-5.33155e-05,0,0.00490778,63.0478
0.008,-0.999,0.008,-1.38778e-17,0.53038,-5.40115e-05,0,0.00495375,57.0794
0.0085,-0.999,0.0085,-1.30104e-17,0.538957,-5.40115e-05,0,0.00499769,51.4817
0.009,-0.999,0.009,-1.73472e-17,0.546079,-5.40115e-05,0,0.00502414,47.6358
0.0095,-0.999,0.0095,-1.73472e-17,0.552161,-5.40115e-05,0,0.00503808,45.0422
0.01,-0.999,0.01,-1.21431e-17,0.557727,-5.39776e-05,0,0.00505062,42.664
0.0105,-0.999,0.0105,-1.38778e-17,0.563213,-5.39776e-05,0,0.00506314,40.3318
0.011,-0.999,0.011,-1.04083e-17,0.568878,-5.39776e-05,0,0.00507502,38.0578
0.0115,-0.999,0.0115,-1.04083e-17,0.574413,-5.39521e-05,3.48521e-21,0.00508638,35.8543
0.012,-0.999,0.012,-8.67362e-18,0.579514,-5.39521e-05,3.48521e-21,0.00509708,33.8067
0.0125,-0.999,0.0125,-1.04083e-17,0.584508,-5.39521e-05,3.48521e-21,0.00510702,31.8698
0.013,-0.999,0.013,-1.04083e-17,0.588753,-5.39521e-05,3.48521e-21,0.0051117,30.7043
0.0135,-0.999,0.0135,-6.93889e-18,0.592984,-5.37541e-05,-3.14154e-21,0.00511638,29.5384
0.014,-0.999,0.014,-1.04083e-17,0.596807,-5.37541e-05,-3.14154e-21,0.0051206,28.4891
0.0145,-0.999,0.0145,-1.17094e-17,0.600629,-5.37541e-05,-3.14154e-21,0.00512482,27.4397
0.015,-0.999,0.015,-1.04083e-17,0.604442,-5.37541e-05,-3.14154e-21,0.00512801,26.4585
0.0155,-0.999,0.0155,-6.93889e-18,0.608252,-5.37541e-05,-3.14154e-21,0.00513089,25.4979
0.016,-0.999,0.016,-1.04083e-17,0.611871,-5.33916e-05,0,0.00513364,24.5896
0.0165,-0.999,0.0165,-8.67362e-18,0.615302,-5.33916e-05,0,0.00513623,23.7247
0.017,-0.999,0.017,-9.21572e-18,0.618732,-5.33916e-05,0,0.00513882,22.8598
0.0175,-0.999,0.0175,-6.93889e-18,0.62197,-5.33916e-05,0,0.00513945,22.1597
0.018,-0.999,0.018,-6.93889e-18,0.625191,-5.33916e-05,0,0.00513992,21.4729
0.0185,-0.999,0.0185,-6.93889e-18,0.628282,-5.27195e-05,0,0.00514043,20.8172
0.019,-0.999,0.019,-6.93889e-18,0.631183,-5.27195e-05,0,0.00514085,20.1987
0.0195,-0.999,0.0195,-5.20417e-18,0.634085,-5.27195e-05,0,0.00514128,19.5803
0.02,-0.999,0.02,-6.93889e-18,0.636837,-5.27195e-05,0,0.00514058,19.0447
0.0205,-0.999,0.0205,-3.46945e-18,0.639468,-5.27195e-05,0,0.00513897,18.5773
0.021,-0.999,0.021,-6.93889e-18,0.642099,-5.27195e-05,0,0.00513736,18.1099
0.0215,-0.999,0.0215,-3.46945e-18,0.644545,-5.17873e-05,0,0.005136,17.6767
0.022,-0.999,0.022,-5.20417e-18,0.646914,-5.17873e-05,0,0.00513455,17.2559
0.0225,-0.999,0.0225,-6.07153e-18,0.649283,-5.17873e-05,0,0.00513309,16.835
0.023,-0.999,0.023,0,0.651618,-5.17873e-05,0,0.00513098,16.449
0.0235,-0.999,0.0235,-3.46945e-18,0.65393,-5.17873e-05,0,0.00512837,16.0887
0.024,-0.999,0.024,-3.46945e-18,0.656241,-5.17873e-05,0,0.00512576,15.7283
0.0245,-0.999,0.0245,0,0.658451,-5.07537e-05,0,0.00512342,15.3857
0.025,-0.999,0.025,-3.46945e-18,0.660532,-5.07537e-05,0,0.00512108,15.0612
0.0255,-0.999,0.0255,-3.46945e-18,0.662613,-5.07537e-05,0,0.00511873,14.7368
0.026,-0.999,0.026,-3.46945e-18,0.664694,-5.07537e-05,0,0.00511638,14.4123
0.0265,-0.999,0.0265,-3.46945e-18,0.666707,-5.07537e-05,0,0.0051131,14.1402
0.027,-0.999,0.027,-6.93889e-18,0.668715,-5.07537e-05,0,0.00510977,13.8713
0.0275,-0.999,0.0275,-6.93889e-18,0.670723,-5.07537e-05,0,0.00510644,13.6024
0.028,-0.999,0.028,-3.46945e-18,0.672639,-4.9575e-05,0,0.00510343,13.3471
0.0285,-0.999,0.0285,-3.46945e-18,0.674447,-4.9575e-05,0,0.00510043,13.1049
0.029,-0.999,0.029,-1.73472e-18,0.676256,-4.9575e-05,0,0.00509743,12.8627
0.0295,-0.999,0.0295,-4.33681e-19,0.678064,-4.9575e-05,0,0.00509444,12.6206
0.03,-0.999,0.03,3.46945e-18,0.679842,-4.9575e-05,0,0.00509101,12.4007
0.0305,-0.999,0.0305,3.46945e-18,0.681599,-4.9575e-05,0,0.00508728,12.1971
0.031,-0.999,0.031,3.46945e-18,0.683355,-4.9575e-05,0,0.00508355,11.9935
