distance,x,y,z,U_x,U_y,U_z,k,omega
1.73472e-18,-0.5,0,-1.73472e-18,0,0,0,0,3315.73
0.0005,-0.5,0.0005,-4.33681e-18,0.0989434,-1.19819e-06,0,9.34327e-05,3000.95
0.001,-0.5,0.001,-3.03577e-18,0.191828,-4.94168e-06,0,0.000454556,1437.78
0.0015,-0.5,0.0015,-5.20417e-18,0.268209,-9.4904e-06,0,0.00110394,567.348
0.002,-0.5,0.002,-2.60209e-18,0.328443,-1.43706e-05,0,0.00203284,371.599
0.0025,-0.5,0.0025,-3.46945e-18,0.371838,-1.99722e-05,0,0.00262973,259.654
0.003,-0.5,0.003,-7.80626e-18,0.40509,-2.54903e-05,0,0.00302687,198.076
0.0035,-0.5,0.0035,-6.93889e-18,0.431427,-3.18581e-05,0,0.00330005,155.695
0.004,-0.5,0.004,-5.63785e-18,0.451721,-3.83106e-05,0,0.00346533,130.04
0.0045,-0.5,0.0045,-5.20417e-18,0.47062,-4.54335e-05,7.9029e-21,0.00361234,107.192
0.005,-0.5,0.005,-6.93889e-18,0.484315,-5.34405e-05,6.01994e-20,0.00369239,94.7243
0.0055,-0.5,0.0055,-6.93889e-18,0.498009,-6.14475e-05,1.12496e-19,0.00377244,82.2568
0.006,-0.5,0.006,-3.46945e-18,0.509332,-7.09244e-05,7.77021e-20,0.00383282,73.3731
0.0065,-0.5,0.0065,1.73472e-18,0.519271,-8.07769e-05,-1.16531e-20,0.0038822,66.5561
0.007,-0.5,0.007,2.60209e-18,0.529211,-9.06294e-05,-1.01008e-19,0.00393158,59.7391
0.0075,-0.5,0.0075,0,0.537315,-0.000102251,-8.87151e-20,0.00397024,55.0505
0.008,-0.5,0.008,2.60209e-18,0.544858,-0.000114088,-5.06573e-20,0.00400611,50.9984
0.0085,-0.5,0.0085,5.20417e-18,0.552401,-0.000125925,-1.25994e-20,0.00404199,46.9463
0.009,-0.5,0.009,3.46945e-18,0.558992,-0.000139026,3.28348e-20,0.00407349,43.7735
0.0095,-0.5,0.0095,3.46945e-18,0.564904,-0.000152709,8.82321e-20,0.00410259,41.2169
0.01,-0.5,0.01,5.63785e-18,0.570816,-0.000166393,1.43629e-19,0.00413169,38.6602
0.0105,-0.5,0.0105,8.23994e-18,0.576636,-0.000180204,1.89619e-19,0.00416008,36.1636
0.011,-0.5,0.011,1.04083e-17,0.58142,-0.00019543,9.09771e-20,0.00418504,34.4653
0.0115,-0.5,0.0115,1.12757e-17,0.586169,-0.000210578,-3.79295e-21,0.00420993,32.7801
0.012,-0.5,0.012,9.1073e-18,0.590919,-0.000225725,-9.8563e-20,0.00423483,31.0949
0.0125,-0.5,0.0125,8.67362e-18,0.595546,-0.000241052,-1.74514e-19,0.00425885,29.4839
0.013,-0.5,0.013,1.04083e-17,0.599455,-0.000257208,-1.30709e-19,0.00428043,28.3305
0.0135,-0.5,0.0135,8.23994e-18,0.603349,-0.000273317,-9.02899e-20,0.00430196,27.1821
0.014,-0.5,0.014,9.54098e-18,0.607243,-0.000289426,-4.98703e-20,0.0043235,26.0338
0.0145,-0.5,0.0145,1.12757e-17,0.611137,-0.000305536,-9.45077e-21,0.00434503,24.8854
0.015,-0.5,0.015,1.04083e-17,0.614534,-0.000322074,3.90716e-21,0.0043638,24.0032
0.0155,-0.5,0.0155,1.38778e-17,0.617781,-0.000338603,3.90716e-21,0.00438216,23.2004
0.016,-0.5,0.016,8.23994e-18,0.621028,-0.000355131,3.90716e-21,0.00440052,22.3975
0.0165,-0.5,0.0165,9.97466e-18,0.624275,-0.000371659,3.90716e-21,0.00441887,21.5946
0.017,-0.5,0.017,8.45678e-18,0.627497,-0.000388146,1.18113e-21,0.00443692,20.7981
0.0175,-0.5,0.0175,8.67362e-18,0.630304,-0.000404783,-4.50573e-20,0.00445242,20.203
0.018,-0.5,0.018,6.93889e-18,0.633051,-0.000421227,-9.29856e-20,0.0044676,19.6302
0.0185,-0.5,0.0185,7.80626e-18,0.635798,-0.000437672,-1.40914e-19,0.00448278,19.0574
0.019,-0.5,0.019,4.77049e-18,0.638545,-0.000454117,-1.88842e-19,0.00449796,18.4847
0.0195,-0.5,0.0195,6.50521e-18,0.641293,-0.000470562,-2.3677e-19,0.00451314,17.9119
0.02,-0.5,0.02,6.93889e-18,0.64382,-0.000486935,-1.67494e-19,0.00452647,17.4266
0.0205,-0.5,0.0205,5.20417e-18,0.646174,-0.000502873,-7.62204e-21,0.0045385,17.0113
0.021,-0.5,0.021,0,0.648528,-0.00051881,1.5225e-19,0.00455053,16.596
0.0215,-0.5,0.0215,5.63785e-18,0.650881,-0.000534748,3.12122e-19,0.00456257,16.1807
0.022,-0.5,0.022,7.37257e-18,0.653235,-0.000550685,4.71994e-19,0.0045746,15.7654
0.0225,-0.5,0.0225,7.37257e-18,0.655588,-0.000566622,6.31866e-19,0.00458663,15.3501
0.023,-0.5,0.023,7.80626e-18,0.657755,-0.000582374,5.8359e-19,0.00459691,14.9994
0.0235,-0.5,0.0235,6.93889e-18,0.659794,-0.000597482,3.83729e-19,0.00460592,14.6942
0.024,-0.5,0.024,3.46945e-18,0.661832,-0.000612589,1.83867e-19,0.00461494,14.3889
0.0245,-0.5,0.0245,6.07153e-18,0.66387,-0.000627697,-1.59938e-20,0.00462395,14.0837
0.025,-0.5,0.025,8.67362e-18,0.665908,-0.000642804,-2.15855e-19,0.00463296,13.7784
0.0255,-0.5,0.0255,7.37257e-18,0.667947,-0.000657912,-4.15716e-19,0.00464197,13.4732
0.026,-0.5,0.026,5.63785e-18,0.669957,-0.000673049,-6.08325e-19,0.00465081,13.1722
0.0265,-0.5,0.0265,6.07153e-18,0.671775,-0.000687533,-5.21352e-19,0.00465746,12.9377
0.027,-0.5,0.027,8.67362e-18,0.673556,-0.000701597,-4.10368e-19,0.00466369,12.7107
0.0275,-0.5,0.0275,1.04083e-17,0.675337,-0.00071566,-2.99385e-19,0.00466992,12.4837
0.028,-0.5,0.028,1.0842e-17,0.677118,-0.000729724,-1.88401e-19,0.00467615,12.2567
0.0285,-0.5,0.0285,1.34441e-17,0.678899,-0.000743788,-7.74174e-20,0.00468238,12.0297
0.029,-0.5,0.029,1.38778e-17,0.68068,-0.000757851,3.35662e-20,0.00468861,11.8026
