distance,x,y,z,U_x,U_y,U_z,k,omega
1.04083e-17,4,-0.25,1.04083e-17,0,0,0,0,3286.9
0.00075,4,-0.24925,3.46945e-18,0.0912846,-2.25837e-06,1.0009e-19,9.07718e-05,2145.85
0.0015,4,-0.2485,1.56125e-17,0.170876,-8.45927e-06,-3.92904e-19,0.000426849,495.762
0.00225,4,-0.24775,1.04083e-17,0.234042,-1.79412e-05,3.90616e-20,0.00111168,251.057
0.003,4,-0.247,1.73472e-17,0.272909,-3.27688e-05,4.00074e-20,0.00162275,164.604
0.00375,4,-0.24625,1.73472e-17,0.302627,-4.8487e-05,0,0.00202112,110.73
0.0045,4,-0.2455,1.38778e-17,0.321931,-6.90098e-05,0,0.00226744,85.0892
0.00525,4,-0.24475,1.38778e-17,0.337769,-8.96856e-05,-1.04138e-20,0.00247563,65.3919
0.006,4,-0.244,2.08167e-17,0.349149,-0.000115486,-2.37666e-20,0.0026477,54.3602
0.00675,4,-0.24325,2.25514e-17,0.359503,-0.000138654,-4.67475e-20,0.00280296,44.3346
0.0075,4,-0.2425,2.77556e-17,0.366998,-0.000169603,2.64156e-20,0.00295091,38.8243
0.00825,4,-0.24175,3.07913e-17,0.373767,-0.00019864,7.87962e-20,0.00308797,33.8634
0.009,4,-0.241,2.94903e-17,0.37983,-0.000227328,1.1557e-19,0.00321593,29.6433
0.00975,4,-0.24025,2.77556e-17,0.384729,-0.000261995,4.92169e-20,0.00334561,26.895
0.0105,4,-0.2395,2.81893e-17,0.389249,-0.000294785,-2.3568e-20,0.00346748,24.3502
0.01125,4,-0.23875,2.77556e-17,0.393494,-0.000324621,-7.65293e-20,0.00357936,21.9648
0.012,4,-0.238,2.94903e-17,0.397031,-0.000362927,-3.45976e-20,0.0036977,20.4315
0.01275,4,-0.23725,3.1225e-17,0.400269,-0.000399213,1.75731e-20,0.00380876,19.0234
0.0135,4,-0.2365,3.72966e-17,0.403357,-0.00043348,6.24157e-20,0.00391398,17.6799
0.01425,4,-0.23575,3.29597e-17,0.406274,-0.000467156,8.4916e-20,0.00401491,16.4514
0.015,4,-0.235,3.64292e-17,0.408875,-0.000507828,3.5493e-20,0.00412066,15.5815
0.01575,4,-0.23425,3.81639e-17,0.411273,-0.000546415,-4.59854e-21,0.00422022,14.7773
0.0165,4,-0.2335,4.11997e-17,0.413598,-0.000583905,-4.32939e-20,0.00431691,13.9968
0.01725,4,-0.23275,4.16334e-17,0.415785,-0.000618311,-8.49271e-20,0.00440635,13.2622
0.018,4,-0.232,4.33681e-17,0.417861,-0.00065752,-9.18839e-20,0.00449873,12.66
0.01875,4,-0.23125,4.16334e-17,0.419859,-0.0006999,-7.5831e-20,0.00459295,12.1478
0.0195,4,-0.2305,4.16334e-17,0.421673,-0.000739651,-7.34479e-20,0.00468053,11.6816
0.02025,4,-0.22975,4.46691e-17,0.423478,-0.000779137,-7.02792e-20,0.00476758,11.2177
0.021,4,-0.229,4.68375e-17,0.42516,-0.000815045,-5.64576e-20,0.00484741,10.7844
0.02175,4,-0.22825,5.33427e-17,0.426826,-0.000852536,-3.8554e-20,0.00492812,10.3756
0.0225,4,-0.2275,5.72459e-17,0.428431,-0.00089627,-4.5586e-21,0.00501229,10.0638
0.02325,4,-0.22675,5.55112e-17,0.429987,-0.00093906,3.32867e-20,0.00509443,9.76138
0.024,4,-0.226,5.55112e-17,0.431444,-0.000979984,7.87402e-20,0.00517253,9.47769
0.02475,4,-0.22525,5.96311e-17,0.432899,-0.00102082,1.23833e-19,0.00525048,9.19444
0.0255,4,-0.2245,5.63785e-17,0.434247,-0.00105783,1.52581e-19,0.00532171,8.93113
0.02625,4,-0.22375,5.37764e-17,0.435595,-0.00109484,1.8133e-19,0.00539294,8.66782
0.027,4,-0.223,5.81132e-17,0.436933,-0.00113801,1.59184e-19,0.00546733,8.46096
0.02775,4,-0.22225,5.55112e-17,0.438269,-0.00118263,1.25155e-19,0.00554247,8.26728
0.0285,4,-0.2215,5.20417e-17,0.439533,-0.0012255,8.62747e-20,0.00561435,8.08402
0.02925,4,-0.22075,5.55112e-17,0.440749,-0.00126722,4.41577e-20,0.00568405,7.90771
0.03,4,-0.22,5.20417e-17,0.441964,-0.00130893,2.0407e-21,0.00575375,7.73141
0.03075,4,-0.21925,5.81132e-17,0.443099,-0.00134725,-2.8549e-20,0.00581821,7.56607
0.0315,4,-0.2185,5.72459e-17,0.444221,-0.00138501,-5.72341e-20,0.00588181,7.40254
0.03225,4,-0.21775,5.31259e-17,0.44535,-0.00142453,-7.70547e-20,0.00594625,7.24894
0.033,4,-0.217,5.29091e-17,0.446501,-0.00146964,-6.8673e-20,0.00601338,7.12692
0.03375,4,-0.21625,5.37764e-17,0.447653,-0.00151476,-6.02913e-20,0.00608051,7.0049
0.0345,4,-0.2155,5.55112e-17,0.448741,-0.00155804,-5.32937e-20,0.00614463,6.88967
0.03525,4,-0.21475,5.55112e-17,0.449791,-0.0016002,-4.7144e-20,0.00620691,6.77859
0.036,4,-0.214,5.55112e-17,0.450841,-0.00164235,-4.09943e-20,0.00626919,6.66752
0.03675,4,-0.21325,5.74627e-17,0.451859,-0.00168303,-3.45282e-20,0.00632944,6.55945
0.0375,4,-0.2125,5.72459e-17,0.452826,-0.00172122,-2.75286e-20,0.00638628,6.45643
0.03825,4,-0.21175,5.72459e-17,0.453793,-0.00175941,-2.05291e-20,0.00644311,6.35342
0.039,4,-0.211,5.55112e-17,0.454776,-0.00179951,-1.40187e-20,0.0065008,6.25733
0.03975,4,-0.21025,5.55112e-17,0.4558,-0.00184474,-8.83226e-21,0.0065608,6.17996
0.0405,4,-0.2095,5.72459e-17,0.456825,-0.00188998,-3.64583e-21,0.0066208,6.10259
0.04125,4,-0.20875,5.55112e-17,0.457835,-0.00193472,2.33933e-21,0.00668007,6.02638
0.042,4,-0.208,5.55112e-17,0.458771,-0.00197696,1.23024e-20,0.00673575,5.95597
0.04275,4,-0.20725,5.20417e-17,0.459708,-0.00201921,2.22654e-20,0.00679142,5.88555
0.0435,4,-0.2065,5.20417e-17,0.460644,-0.00206145,3.22284e-20,0.0068471,5.81514
0.04425,4,-0.20575,5.65954e-17,0.461556,-0.00210244,4.03988e-20,0.00690121,5.74636
0.045,4,-0.205,5.55112e-17,0.462417,-0.00214074,4.47578e-20,0.00695203,5.68104
0.04575,4,-0.20425,5.37764e-17,0.463278,-0.00217904,4.91168e-20,0.00700284,5.61573
0.0465,4,-0.2035,5.55112e-17,0.464139,-0.00221735,5.34757e-20,0.00705365,5.55042
