distance,x,y,z,U_x,U_y,U_z,k,omega
3.46945e-18,0.625,-0.25,3.46945e-18,0,0,0,0,3286.9
0.00075,0.625,-0.24925,5.20417e-18,-0.0502684,4.62166e-05,-9.43568e-18,3.87779e-05,2142.37
0.0015,0.625,-0.2485,6.93889e-18,-0.0936366,0.000153379,1.81005e-17,0.000210972,449.038
0.00225,0.625,-0.24775,6.50521e-18,-0.127611,0.000297005,4.78783e-18,0.00059509,194.916
0.003,0.625,-0.247,3.46945e-18,-0.144401,0.000446171,-2.63656e-18,0.00109844,116.406
0.00375,0.625,-0.24625,1.73472e-18,-0.156102,0.00058417,-3.84041e-18,0.00156196,70.4038
0.0045,0.625,-0.2455,4.77049e-18,-0.161044,0.00070727,4.68121e-18,0.00196321,52.9467
0.00525,0.625,-0.24475,0,-0.1648,0.000825664,8.81426e-18,0.00232003,39.578
0.006,0.625,-0.244,-5.20417e-18,-0.166456,0.00093841,2.29051e-18,0.00263274,33.1928
0.00675,0.625,-0.24325,-2.49366e-18,-0.168,0.00104499,-4.70675e-18,0.0029223,27.2479
0.0075,0.625,-0.2425,0,-0.168463,0.00115736,-1.64741e-18,0.00318062,24.3012
0.00825,0.625,-0.24175,1.73472e-18,-0.168866,0.00126075,9.30823e-19,0.00342563,21.5674
0.009,0.625,-0.241,3.46945e-18,-0.169125,0.00136346,2.96161e-18,0.00364757,19.2962
0.00975,0.625,-0.24025,6.93889e-18,-0.168997,0.00146922,1.9203e-18,0.00385818,17.8655
0.0105,0.625,-0.2395,2.81893e-18,-0.168866,0.00156807,9.27402e-19,0.00406032,16.4987
0.01125,0.625,-0.23875,5.20417e-18,-0.16875,0.00166384,1.74396e-21,0.00424617,15.2279
0.012,0.625,-0.238,6.93889e-18,-0.168327,0.00177001,-1.3457e-18,0.00443,14.4174
0.01275,0.625,-0.23725,5.20417e-18,-0.167923,0.00186456,-3.12898e-18,0.00460128,13.6686
0.0135,0.625,-0.2365,3.46945e-18,-0.167527,0.00195844,-4.76235e-18,0.00476923,12.9326
0.01425,0.625,-0.23575,3.46945e-18,-0.167124,0.00205156,-5.44676e-18,0.00492567,12.2757
0.015,0.625,-0.235,6.93889e-18,-0.16653,0.00215305,-3.82487e-18,0.00508474,11.8032
0.01575,0.625,-0.23425,1.73472e-18,-0.16597,0.00224321,-1.47142e-18,0.00523285,11.3663
0.0165,0.625,-0.2335,5.63785e-18,-0.16541,0.00233337,8.82026e-19,0.00538096,10.9293
0.01725,0.625,-0.23275,6.07153e-18,-0.164891,0.0024211,2.34138e-18,0.00551754,10.5222
0.018,0.625,-0.232,5.20417e-18,-0.164263,0.00251444,2.93582e-18,0.00565574,10.1872
0.01875,0.625,-0.23125,3.46945e-18,-0.163573,0.00260779,2.97324e-18,0.00579276,9.90557
0.0195,0.625,-0.2305,0,-0.162915,0.00269326,2.86266e-18,0.00592281,9.63951
0.02025,0.625,-0.22975,4.33681e-18,-0.162257,0.00277874,2.75208e-18,0.00605287,9.37345
0.021,0.625,-0.229,6.93889e-18,-0.161638,0.00286246,2.77813e-18,0.00617468,9.12209
0.02175,0.625,-0.22825,5.20417e-18,-0.160999,0.00294717,2.66707e-18,0.0062942,8.89013
0.0225,0.625,-0.2275,8.67362e-18,-0.160217,0.00303879,1.77749e-18,0.00641906,8.70906
0.02325,0.625,-0.22675,6.93889e-18,-0.159475,0.00312235,8.49641e-19,0.00653729,8.53846
0.024,0.625,-0.226,3.46945e-18,-0.158749,0.00320264,-9.37492e-20,0.00665283,8.37213
0.02475,0.625,-0.22525,-2.1684e-18,-0.158023,0.00328292,-1.03714e-18,0.00676837,8.20579
0.0255,0.625,-0.2245,1.73472e-18,-0.157332,0.00336195,-1.87097e-18,0.00687779,8.04709
0.02625,0.625,-0.22375,-1.30104e-18,-0.156668,0.00344006,-2.62455e-18,0.00698272,7.89398
0.027,0.625,-0.223,0,-0.155861,0.00352381,-2.3059e-18,0.00709327,7.7721
0.02775,0.625,-0.22225,1.73472e-18,-0.155024,0.00360839,-1.74596e-18,0.00720478,7.65793
0.0285,0.625,-0.2215,0,-0.154245,0.00368276,-1.38088e-18,0.00730835,7.5527
0.02925,0.625,-0.22075,0,-0.153467,0.00375713,-1.01579e-18,0.00741193,7.44746
0.03,0.625,-0.22,3.46945e-18,-0.152688,0.00383149,-6.50711e-19,0.00751551,7.34222
0.03075,0.625,-0.21925,3.46945e-18,-0.151931,0.00390527,-2.46391e-19,0.00761591,7.23974
0.0315,0.625,-0.2185,4.33681e-18,-0.151218,0.00397787,2.36984e-19,0.00770992,7.14281
0.03225,0.625,-0.21775,1.73472e-18,-0.150463,0.00405161,5.55398e-19,0.00780558,7.05177
0.033,0.625,-0.217,1.73472e-18,-0.149573,0.00412899,3.48982e-19,0.00790649,6.97946
0.03375,0.625,-0.21625,1.73472e-18,-0.148693,0.00420491,1.7283e-19,0.00800632,6.90802
0.0345,0.625,-0.2155,3.46945e-18,-0.147869,0.00427234,1.7283e-19,0.00809982,6.84166
0.03525,0.625,-0.21475,-1.73472e-18,-0.147044,0.00433978,1.7283e-19,0.00819332,6.77529
0.036,0.625,-0.214,8.67362e-19,-0.14622,0.00440722,1.7283e-19,0.00828682,6.70893
0.03675,0.625,-0.21325,-2.81893e-18,-0.145396,0.00447465,1.7283e-19,0.00838033,6.64256
0.0375,0.625,-0.2125,-6.93889e-18,-0.144624,0.00454112,4.33213e-20,0.00846731,6.58006
0.03825,0.625,-0.21175,-5.63785e-18,-0.143869,0.00460725,-1.29676e-19,0.00855211,6.51884
0.039,0.625,-0.211,-6.93889e-18,-0.143065,0.00467393,-1.9535e-19,0.00863871,6.46211
0.03975,0.625,-0.21025,-8.67362e-18,-0.142126,0.00474209,2.94773e-20,0.00873019,6.41748
0.0405,0.625,-0.2095,-8.67362e-18,-0.141188,0.00481025,2.54305e-19,0.00882167,6.37284
0.04125,0.625,-0.20875,-1.04083e-17,-0.140304,0.00487125,4.26201e-19,0.0089079,6.33117
0.042,0.625,-0.208,-1.21431e-17,-0.139436,0.00493035,5.84107e-19,0.00899275,6.29028
0.04275,0.625,-0.20725,-1.38778e-17,-0.138567,0.00498946,7.42012e-19,0.0090776,6.24939
0.0435,0.625,-0.2065,-1.12757e-17,-0.137698,0.00504856,8.99917e-19,0.00916244,6.20849
0.04425,0.625,-0.20575,-9.97466e-18,-0.136829,0.00510767,1.05782e-18,0.00924729,6.1676
0.045,0.625,-0.205,-6.93889e-18,-0.136003,0.00516635,1.23387e-18,0.0093275,6.12849
0.04575,0.625,-0.20425,-6.07153e-18,-0.135208,0.00522472,1.42301e-18,0.00940438,6.09067
0.0465,0.625,-0.2035,-5.42101e-18,-0.134413,0.00528309,1.61215e-18,0.00948126,6.05285
0.04725,0.625,-0.20275,-5.20417e-18,-0.133492,0.00534044,1.5059e-18,0.00956221,6.02262
0.048,0.625,-0.202,-8.67362e-18,-0.132502,0.00539723,1.23674e-18,0.00964539,5.99657
0.04875,0.625,-0.20125,-1.21431e-17,-0.131512,0.00545402,9.67582e-19,0.00972858,5.97051
0.0495,0.625,-0.2005,-1.38778e-17,-0.130574,0.00550516,7.14725e-19,0.00980756,5.94608
0.05025,0.625,-0.19975,-1.04083e-17,-0.129658,0.00555397,4.68588e-19,0.00988482,5.92231
0.051,0.625,-0.199,-6.93889e-18,-0.128742,0.00560278,2.22451e-19,0.00996207,5.89854
0.05175,0.625,-0.19825,-6.93889e-18,-0.127826,0.00565159,-2.36859e-20,0.0100393,5.87477
0.0525,0.625,-0.1975,-4.33681e-18,-0.12691,0.0057004,-2.69823e-19,0.0101166,5.851
0.05325,0.625,-0.19675,-6.07153e-18,-0.125993,0.00574921,-5.1596e-19,0.0101938,5.82722
0.054,0.625,-0.196,-6.93889e-18,-0.125119,0.00579801,-7.52124e-19,0.0102672,5.80434
0.05475,0.625,-0.19525,-8.67362e-18,-0.12428,0.00584679,-9.79668e-19,0.0103371,5.78222
0.0555,0.625,-0.1945,-9.54098e-18,-0.123442,0.00589558,-1.20721e-18,0.010407,5.76011
0.05625,0.625,-0.19375,-1.04083e-17,-0.122592,0.00594399,-1.41686e-18,0.0104773,5.73851
0.057,0.625,-0.193,-8.67362e-18,-0.121543,0.00598635,-1.33482e-18,0.010553,5.72531
0.05775,0.625,-0.19225,-1.04083e-17,-0.120495,0.00602871,-1.25279e-18,0.0106288,5.71212
0.0585,0.625,-0.1915,-1.04083e-17,-0.119446,0.00607106,-1.17075e-18,0.0107045,5.69892
0.05925,0.625,-0.19075,-1.04083e-17,-0.118443,0.00610957,-1.08105e-18,0.0107772,5.68648
0.06,0.625,-0.19,-1.21431e-17,-0.117473,0.00614528,-9.85798e-19,0.0108477,5.67457
0.06075,0.625,-0.18925,-1.04083e-17,-0.116502,0.00618098,-8.90543e-19,0.0109181,5.66267
