distance,x,y,z,U_x,U_y,U_z,k,omega
2.22045e-16,2,-0.25,0,0,0,0,0,3286.9
0.00075,2,-0.24925,-3.46945e-18,0.0372744,-3.15766e-05,2.44706e-19,8.64725e-05,2102.03
0.0015,2,-0.2485,-1.73472e-18,0.0695649,-0.000115455,-7.90321e-19,0.000421022,435.922
0.00225,2,-0.24775,-6.93889e-18,0.0945714,-0.000252451,-7.10582e-20,0.00112876,182.918
0.003,2,-0.247,-1.04083e-17,0.107711,-0.000434935,6.49123e-34,0.00191332,108.924
0.00375,2,-0.24625,-7.80626e-18,0.117031,-0.000607784,8.18504e-34,0.00258097,68.7423
0.0045,2,-0.2455,-4.77049e-18,0.122641,-0.000798857,3.23699e-34,0.00313851,53.3354
0.00525,2,-0.24475,1.73472e-18,0.127266,-0.000980457,3.49465e-20,0.00361945,41.7321
0.006,2,-0.244,-3.46945e-18,0.130771,-0.00118406,1.45763e-19,0.00404723,35.6313
0.00675,2,-0.24325,0,0.13382,-0.0013616,2.45362e-19,0.00442164,30.2622
0.0075,2,-0.2425,1.04083e-17,0.136472,-0.0015775,6.68709e-20,0.00477481,27.2224
0.00825,2,-0.24175,5.20417e-18,0.138747,-0.00177161,-9.0324e-20,0.00508902,24.5717
0.009,2,-0.241,3.46945e-18,0.140897,-0.00196402,-1.90285e-19,0.00538579,22.2669
0.00975,2,-0.24025,6.93889e-18,0.142976,-0.00218443,-1.20126e-19,0.00567702,20.6794
0.0105,2,-0.2395,5.20417e-18,0.14477,-0.00238259,-5.98067e-20,0.00593717,19.272
0.01125,2,-0.23875,6.93889e-18,0.146478,-0.00256964,-1.51828e-22,0.00618426,17.9261
0.012,2,-0.238,5.20417e-18,0.148239,-0.00279361,1.92257e-20,0.00643292,17.013
0.01275,2,-0.23725,1.04083e-17,0.14989,-0.00300894,4.77097e-20,0.00667047,16.1478
0.0135,2,-0.2365,3.46945e-18,0.151351,-0.00320175,6.7336e-20,0.00688391,15.3677
0.01425,2,-0.23575,7.15573e-18,0.152809,-0.00339695,7.88012e-20,0.00709506,14.6317
0.015,2,-0.235,8.67362e-18,0.154365,-0.00362308,6.20081e-20,0.00731087,14.085
0.01575,2,-0.23425,1.38778e-17,0.155845,-0.00384202,3.89223e-20,0.00751886,13.561
0.0165,2,-0.2335,1.30104e-17,0.157168,-0.00404136,1.83405e-20,0.0077082,13.0844
0.01725,2,-0.23275,1.38778e-17,0.158442,-0.00423277,4.39491e-21,0.00789077,12.6229
0.018,2,-0.232,1.30104e-17,0.159807,-0.00444573,2.30001e-20,0.00807789,12.2359
0.01875,2,-0.23125,1.04083e-17,0.161234,-0.00467319,6.34982e-20,0.00826808,11.899
0.0195,2,-0.2305,1.04083e-17,0.162573,-0.00489136,1.00457e-19,0.00844942,11.5802
0.02025,2,-0.22975,1.9082e-17,0.163793,-0.00509243,1.34821e-19,0.00861673,11.2859
0.021,2,-0.229,1.73472e-17,0.164963,-0.00528501,1.68971e-19,0.00877765,11.0016
0.02175,2,-0.22825,1.51788e-17,0.166169,-0.00548479,1.80764e-19,0.00894034,10.7323
0.0225,2,-0.2275,1.73472e-17,0.167516,-0.00571295,1.04423e-19,0.00910999,10.5224
0.02325,2,-0.22675,1.73472e-17,0.168862,-0.00594111,2.80812e-20,0.00927963,10.3125
0.024,2,-0.226,2.08167e-17,0.170099,-0.0061563,-4.98291e-20,0.00943837,10.1184
0.02475,2,-0.22525,1.99493e-17,0.17125,-0.00635715,-1.19798e-19,0.00958708,9.93574
0.0255,2,-0.2245,2.08167e-17,0.172358,-0.00655036,-1.84466e-19,0.00973066,9.75859
0.02625,2,-0.22375,2.08167e-17,0.173467,-0.00674358,-2.49134e-19,0.00987424,9.58143
0.027,2,-0.223,2.1684e-17,0.174735,-0.00696515,-2.32682e-19,0.0100253,9.44251
0.02775,2,-0.22225,2.42861e-17,0.17604,-0.00719335,-1.97291e-19,0.0101781,9.31252
0.0285,2,-0.2215,2.77556e-17,0.177343,-0.00742135,-1.61707e-19,0.0103307,9.18268
0.02925,2,-0.22075,2.42861e-17,0.178525,-0.00763414,-1.11446e-19,0.0104719,9.06449
0.03,2,-0.22,2.55872e-17,0.17965,-0.00783614,-7.24557e-20,0.0106066,8.95101
0.03075,2,-0.21925,2.42861e-17,0.180728,-0.00802943,-4.25617e-20,0.0107359,8.84131
0.0315,2,-0.2185,1.9082e-17,0.181806,-0.00822272,-1.26677e-20,0.0108653,8.73161
