               X               Y            VELX            VELY            PRES            TEMP            PS 1            PS 2  1.01000000E+02
 -5.00000000E-01  1.93500000E+00 -1.28650375E-04  2.70360615E-11  7.99922803E-01  1.00000005E-03 -8.16071931E-10  1.83729575E-10
 -5.00000000E-01  1.93523500E+00 -4.18607578E-01 -2.89814213E-06  7.99922698E-01  1.00000005E-03  4.14774303E-03  3.34703224E-04
 -5.00000000E-01  1.93547000E+00 -5.54382991E-01 -8.50546379E-06  7.99922325E-01  1.00000005E-03  6.03227243E-03  8.31927845E-04
 -5.00000000E-01  1.93570500E+00 -6.21146879E-01 -1.61276119E-05  7.99921643E-01  1.00000005E-03  6.56220102E-03  1.37647885E-03
 -5.00000000E-01  1.93594000E+00 -6.64720944E-01 -2.66523882E-05  7.99920624E-01  1.00000005E-03  6.79900522E-03  1.93800812E-03
 -5.00000000E-01  1.93617500E+00 -6.96929004E-01 -3.99002800E-05  7.99919370E-01  1.00000005E-03  6.93208441E-03  2.50497492E-03
 -5.00000000E-01  1.93641000E+00 -7.22462141E-01 -5.49629894E-05  7.99918047E-01  1.00000005E-03  7.01584501E-03  3.07192230E-03
 -5.00000000E-01  1.93664500E+00 -7.43630254E-01 -7.07598303E-05  7.99916808E-01  1.00000005E-03  7.07076615E-03  3.63673790E-03
 -5.00000000E-01  1.93688000E+00 -7.61726890E-01 -8.63567297E-05  7.99915764E-01  1.00000005E-03  7.10628313E-03  4.19933677E-03
 -5.00000000E-01  1.93711500E+00 -7.77543057E-01 -1.01090024E-04  7.99914979E-01  1.00000005E-03  7.12760661E-03  4.76074438E-03
 -5.00000000E-01  1.93735000E+00 -7.91595302E-01 -1.14576512E-04  7.99914475E-01  1.00000005E-03  7.13816202E-03  5.32239067E-03
 -5.00000000E-01  1.93758500E+00 -8.04237592E-01 -1.26668091E-04  7.99914246E-01  1.00000005E-03  7.14045217E-03  5.88566883E-03
 -5.00000000E-01  1.93782000E+00 -8.15725056E-01 -1.37388387E-04  7.99914272E-01  1.00000005E-03  7.13646898E-03  6.45169389E-03
 -5.00000000E-01  1.93805500E+00 -8.26246704E-01 -1.46871373E-04  7.99914522E-01  1.00000005E-03  7.12780823E-03  7.02123604E-03
 -5.00000000E-01  1.93829000E+00 -8.35947094E-01 -1.55308994E-04  7.99914962E-01  1.00000005E-03  7.11576354E-03  7.59464196E-03
 -5.00000000E-01  1.93852500E+00 -8.44941794E-01 -1.62913363E-04  7.99915557E-01  1.00000005E-03  7.10136651E-03  8.17187277E-03
 -5.00000000E-01  1.93876000E+00 -8.53322083E-01 -1.69889153E-04  7.99916275E-01  1.00000005E-03  7.08540737E-03  8.75260871E-03
 -5.00000000E-01  1.93899500E+00 -8.61164000E-01 -1.76418727E-04  7.99917092E-01  1.00000005E-03  7.06850860E-03  9.33630191E-03
 -5.00000000E-01  1.93923000E+00 -8.68530900E-01 -1.82652492E-04  7.99917982E-01  1.00000005E-03  7.05110688E-03  9.92231565E-03
 -5.00000000E-01  1.93946500E+00 -8.75475383E-01 -1.88708732E-04  7.99918930E-01  1.00000005E-03  7.03351706E-03  1.05099704E-02
 -5.00000000E-01  1.93970000E+00 -8.82042940E-01 -1.94673409E-04  7.99919919E-01  1.00000005E-03  7.01595059E-03  1.10986078E-02
 -5.00000000E-01  1.93993500E+00 -8.88272093E-01 -2.00605430E-04  7.99920941E-01  1.00000005E-03  6.99854043E-03  1.16876301E-02
