               X               Y            VELX            VELY            PRES            TEMP            PS 1            PS 2  2.12500000E+03
  1.50000000E+00 -1.00000000E+00  0.00000000E+00  0.00000000E+00 -1.22331428E-01  9.99999975E-05  0.00000000E+00  0.00000000E+00
  1.50000000E+00 -9.97000000E-01 -6.60202726E-02  1.20034787E-04 -1.22330790E-01  9.99999975E-05  1.16052285E-04  1.27751646E-02
  1.50000000E+00 -9.94000000E-01 -1.04106528E-01  3.68390285E-04 -1.22328939E-01  9.99999975E-05  3.78792668E-04  3.69764763E-02
  1.50000000E+00 -9.91000000E-01 -1.19172763E-01  6.26075603E-04 -1.22325430E-01  9.99999975E-05  5.53215951E-04  6.97892369E-02
  1.50000000E+00 -9.88000000E-01 -1.26182529E-01  8.76769316E-04 -1.22320460E-01  9.99999975E-05  7.04038118E-04  1.05292720E-01
  1.50000000E+00 -9.85000000E-01 -1.29978625E-01  1.12108562E-03 -1.22314426E-01  9.99999975E-05  8.44601985E-04  1.39691293E-01
  1.50000000E+00 -9.82000000E-01 -1.32244743E-01  1.36060953E-03 -1.22307687E-01  9.99999975E-05  9.76738388E-04  1.71813830E-01
  1.50000000E+00 -9.79000000E-01 -1.33671588E-01  1.59641508E-03 -1.22300492E-01  9.99999975E-05  1.10146719E-03  2.01522591E-01
  1.50000000E+00 -9.76000000E-01 -1.34587337E-01  1.82917734E-03 -1.22293008E-01  9.99999975E-05  1.21974508E-03  2.28989649E-01
  1.50000000E+00 -9.73000000E-01 -1.35166923E-01  2.05933420E-03 -1.22285351E-01  9.99999975E-05  1.33242098E-03  2.54455591E-01
  1.50000000E+00 -9.70000000E-01 -1.35512350E-01  2.28718396E-03 -1.22277604E-01  9.99999975E-05  1.44021058E-03  2.78154622E-01
  1.50000000E+00 -9.67000000E-01 -1.35687072E-01  2.51293886E-03 -1.22269826E-01  9.99999975E-05  1.54370533E-03  3.00294540E-01
  1.50000000E+00 -9.64000000E-01 -1.35732933E-01  2.73675591E-03 -1.22262059E-01  9.99999975E-05  1.64339247E-03  3.21053711E-01
  1.50000000E+00 -9.61000000E-01 -1.35678657E-01  2.95875494E-03 -1.22254338E-01  9.99999975E-05  1.73967512E-03  3.40584008E-01
  1.50000000E+00 -9.58000000E-01 -1.35544694E-01  3.17902999E-03 -1.22246688E-01  9.99999975E-05  1.83288918E-03  3.59014578E-01
  1.50000000E+00 -9.55000000E-01 -1.35346051E-01  3.39765640E-03 -1.22239128E-01  9.99999975E-05  1.92331694E-03  3.76455684E-01
  1.50000000E+00 -9.52000000E-01 -1.35094001E-01  3.61469570E-03 -1.22231675E-01  9.99999975E-05  2.01119758E-03  3.93001905E-01
  1.50000000E+00 -9.49000000E-01 -1.34797219E-01  3.83019892E-03 -1.22224341E-01  9.99999975E-05  2.09673566E-03  4.08734903E-01
  1.50000000E+00 -9.46000000E-01 -1.34462485E-01  4.04420892E-03 -1.22217135E-01  9.99999975E-05  2.18010735E-03  4.23725585E-01
  1.50000000E+00 -9.43000000E-01 -1.34095185E-01  4.25676211E-03 -1.22210065E-01  9.99999975E-05  2.26146555E-03  4.38035877E-01
  1.50000000E+00 -9.40000000E-01 -1.33699663E-01  4.46788971E-03 -1.22203138E-01  9.99999975E-05  2.34094393E-03  4.51720173E-01
  1.50000000E+00 -9.37000000E-01 -1.33279476E-01  4.67761869E-03 -1.22196358E-01  9.99999975E-05  2.41866007E-03  4.64826511E-01
  1.50000000E+00 -9.34000000E-01 -1.32837553E-01  4.88597245E-03 -1.22189728E-01  9.99999975E-05  2.49471799E-03  4.77397527E-01
  1.50000000E+00 -9.31000000E-01 -1.32376331E-01  5.09297149E-03 -1.22183253E-01  9.99999975E-05  2.56921024E-03  4.89471234E-01
  1.50000000E+00 -9.28000000E-01 -1.31897868E-01  5.29863384E-03 -1.22176935E-01  9.99999975E-05  2.64221956E-03  5.01081665E-01
  1.50000000E+00 -9.25000000E-01 -1.31403909E-01  5.50297527E-03 -1.22170774E-01  9.99999975E-05  2.71382037E-03  5.12259459E-01
  1.50000000E+00 -9.22000000E-01 -1.30895943E-01  5.70600996E-03 -1.22164772E-01  9.99999975E-05  2.78407971E-03  5.23032229E-01
  1.50000000E+00 -9.19000000E-01 -1.30375249E-01  5.90775019E-03 -1.22158931E-01  9.99999975E-05  2.85305829E-03  5.33424990E-01
  1.50000000E+00 -9.16000000E-01 -1.29842937E-01  6.10820699E-03 -1.22153250E-01  9.99999975E-05  2.92081142E-03  5.43460507E-01
  1.50000000E+00 -9.13000000E-01 -1.29299974E-01  6.30739019E-03 -1.22147729E-01  9.99999975E-05  2.98738959E-03  5.53159534E-01
  1.50000000E+00 -9.10000000E-01 -1.28747204E-01  6.50530851E-03 -1.22142368E-01  9.99999975E-05  3.05283898E-03  5.62541041E-01
  1.50000000E+00 -9.07000000E-01 -1.28185369E-01  6.70196968E-03 -1.22137168E-01  9.99999975E-05  3.11720198E-03  5.71622416E-01
  1.50000000E+00 -9.04000000E-01 -1.27615125E-01  6.89738056E-03 -1.22132126E-01  9.99999975E-05  3.18051765E-03  5.80419642E-01
  1.50000000E+00 -9.01000000E-01 -1.27037054E-01  7.09154723E-03 -1.22127243E-01  9.99999975E-05  3.24282205E-03  5.88947452E-01
  1.50000000E+00 -8.98000000E-01 -1.26451673E-01  7.28447510E-03 -1.22122518E-01  9.99999975E-05  3.30414860E-03  5.97219461E-01
  1.50000000E+00 -8.95000000E-01 -1.25859447E-01  7.47616892E-03 -1.22117949E-01  9.99999975E-05  3.36452834E-03  6.05248277E-01
  1.50000000E+00 -8.92000000E-01 -1.25260790E-01  7.66663289E-03 -1.22113536E-01  9.99999975E-05  3.42399015E-03  6.13045596E-01
  1.50000000E+00 -8.89000000E-01 -1.24656076E-01  7.85587065E-03 -1.22109277E-01  9.99999975E-05  3.48256093E-03  6.20622282E-01
  1.50000000E+00 -8.86000000E-01 -1.24045641E-01  8.04388537E-03 -1.22105170E-01  9.99999975E-05  3.54026580E-03  6.27988447E-01
  1.50000000E+00 -8.83000000E-01 -1.23429789E-01  8.23067976E-03 -1.22101215E-01  9.99999975E-05  3.59712826E-03  6.35153520E-01
  1.50000000E+00 -8.80000000E-01 -1.22808797E-01  8.41625621E-03 -1.22097410E-01  9.99999975E-05  3.65317041E-03  6.42126325E-01
  1.50000000E+00 -8.77000000E-01 -1.22182917E-01  8.60061667E-03 -1.22093753E-01  9.99999975E-05  3.70841303E-03  6.48915127E-01
  1.50000000E+00 -8.74000000E-01 -1.21552378E-01  8.78376269E-03 -1.22090243E-01  9.99999975E-05  3.76287558E-03  6.55527651E-01
  1.50000000E+00 -8.71000000E-01 -1.20917388E-01  8.96569561E-03 -1.22086878E-01  9.99999975E-05  3.81657650E-03  6.61971159E-01
  1.50000000E+00 -8.68000000E-01 -1.20278139E-01  9.14641642E-03 -1.22083657E-01  9.99999975E-05  3.86953314E-03  6.68252474E-01
  1.50000000E+00 -8.65000000E-01 -1.19634808E-01  9.32592583E-03 -1.22080577E-01  9.99999975E-05  3.92176194E-03  6.74378019E-01
  1.50000000E+00 -8.62000000E-01 -1.18987555E-01  9.50422430E-03 -1.22077638E-01  9.99999975E-05  3.97327846E-03  6.80353846E-01
  1.50000000E+00 -8.59000000E-01 -1.18336528E-01  9.68131204E-03 -1.22074837E-01  9.99999975E-05  4.02409744E-03  6.86185665E-01
  1.50000000E+00 -8.56000000E-01 -1.17681866E-01  9.85718907E-03 -1.22072172E-01  9.99999975E-05  4.07423290E-03  6.91878869E-01
  1.50000000E+00 -8.53000000E-01 -1.17023695E-01  1.00318552E-02 -1.22069642E-01  9.99999975E-05  4.12369816E-03  6.97438557E-01
  1.50000000E+00 -8.50000000E-01 -1.16362131E-01  1.02053099E-02 -1.22067244E-01  9.99999975E-05  4.17250589E-03  7.02869555E-01
  1.50000000E+00 -8.47000000E-01 -1.15697284E-01  1.03775528E-02 -1.22064978E-01  9.99999975E-05  4.22066819E-03  7.08176435E-01
  1.50000000E+00 -8.44000000E-01 -1.15029253E-01  1.05485829E-02 -1.22062841E-01  9.99999975E-05  4.26819658E-03  7.13363534E-01
  1.50000000E+00 -8.41000000E-01 -1.14358131E-01  1.07183994E-02 -1.22060832E-01  9.99999975E-05  4.31510207E-03  7.18434967E-01
  1.50000000E+00 -8.38000000E-01 -1.13684007E-01  1.08870012E-02 -1.22058947E-01  9.99999975E-05  4.36139522E-03  7.23394646E-01
  1.50000000E+00 -8.35000000E-01 -1.13006961E-01  1.10543871E-02 -1.22057187E-01  9.99999975E-05  4.40708609E-03  7.28246287E-01
  1.50000000E+00 -8.32000000E-01 -1.12327067E-01  1.12205556E-02 -1.22055548E-01  9.99999975E-05  4.45218435E-03  7.32993431E-01
  1.50000000E+00 -8.29000000E-01 -1.11644397E-01  1.13855052E-02 -1.22054028E-01  9.99999975E-05  4.49669929E-03  7.37639445E-01
  1.50000000E+00 -8.26000000E-01 -1.10959015E-01  1.15492344E-02 -1.22052627E-01  9.99999975E-05  4.54063980E-03  7.42187542E-01
  1.50000000E+00 -8.23000000E-01 -1.10270984E-01  1.17117414E-02 -1.22051342E-01  9.99999975E-05  4.58401444E-03  7.46640783E-01
  1.50000000E+00 -8.20000000E-01 -1.09580361E-01  1.18730243E-02 -1.22050170E-01  9.99999975E-05  4.62683145E-03  7.51002091E-01
  1.50000000E+00 -8.17000000E-01 -1.08887199E-01  1.20330812E-02 -1.22049111E-01  9.99999975E-05  4.66909876E-03  7.55274255E-01
  1.50000000E+00 -8.14000000E-01 -1.08191548E-01  1.21919100E-02 -1.22048163E-01  9.99999975E-05  4.71082401E-03  7.59459941E-01
  1.50000000E+00 -8.11000000E-01 -1.07493456E-01  1.23495085E-02 -1.22047323E-01  9.99999975E-05  4.75201459E-03  7.63561698E-01
  1.50000000E+00 -8.08000000E-01 -1.06792967E-01  1.25058744E-02 -1.22046589E-01  9.99999975E-05  4.79267762E-03  7.67581962E-01
  1.50000000E+00 -8.05000000E-01 -1.06090123E-01  1.26610053E-02 -1.22045960E-01  9.99999975E-05  4.83281997E-03  7.71523067E-01
  1.50000000E+00 -8.02000000E-01 -1.05384962E-01  1.28148991E-02 -1.22045434E-01  9.99999975E-05  4.87244832E-03  7.75387248E-01
  1.50000000E+00 -7.99000000E-01 -1.04677521E-01  1.29675529E-02 -1.22045008E-01  9.99999975E-05  4.91156909E-03  7.79176641E-01
  1.50000000E+00 -7.96000000E-01 -1.03967835E-01  1.31189642E-02 -1.22044682E-01  9.99999975E-05  4.95018854E-03  7.82893298E-01
  1.50000000E+00 -7.93000000E-01 -1.03255935E-01  1.32691302E-02 -1.22044453E-01  9.99999975E-05  4.98831273E-03  7.86539184E-01
  1.50000000E+00 -7.90000000E-01 -1.02541853E-01  1.34180483E-02 -1.22044320E-01  9.99999975E-05  5.02594754E-03  7.90116183E-01
  1.50000000E+00 -7.87000000E-01 -1.01825617E-01  1.35657156E-02 -1.22044280E-01  9.99999975E-05  5.06309868E-03  7.93626103E-01
  1.50000000E+00 -7.84000000E-01 -1.01107253E-01  1.37121293E-02 -1.22044332E-01  9.99999975E-05  5.09977170E-03  7.97070680E-01
  1.50000000E+00 -7.81000000E-01 -1.00386787E-01  1.38572863E-02 -1.22044473E-01  9.99999975E-05  5.13597200E-03  8.00451578E-01
  1.50000000E+00 -7.78000000E-01 -9.96642429E-02  1.40011836E-02 -1.22044703E-01  9.99999975E-05  5.17170483E-03  8.03770396E-01
  1.50000000E+00 -7.75000000E-01 -9.89396431E-02  1.41438181E-02 -1.22045018E-01  9.99999975E-05  5.20697532E-03  8.07028670E-01
