               X               Y            VELX            VELY            PRES            TEMP            PS 1            PS 2  2.12500000E+03
  5.00000000E+00 -1.00000000E+00 -1.92702136E-16  3.56640653E-22 -5.18256433E-02  9.99999975E-05  1.48910145E-21 -3.25556527E-19
  5.00000000E+00 -9.97000000E-01 -1.10478428E-01 -1.26424255E-04 -5.18288327E-02  9.99999975E-05  1.32947478E-03  1.42778721E-02
  5.00000000E+00 -9.94000000E-01 -1.22005586E-01 -3.74332775E-04 -5.18460383E-02  9.99999975E-05  2.90836278E-03  3.97957539E-02
  5.00000000E+00 -9.91000000E-01 -1.23941150E-01 -6.43638969E-04 -5.18709172E-02  9.99999975E-05  3.98410631E-03  6.24224091E-02
  5.00000000E+00 -9.88000000E-01 -1.24118668E-01 -9.20837804E-04 -5.18999207E-02  9.99999975E-05  4.83967709E-03  8.27055014E-02
  5.00000000E+00 -9.85000000E-01 -1.23657889E-01 -1.20245393E-03 -5.19316992E-02  9.99999975E-05  5.56885933E-03  1.01282055E-01
  5.00000000E+00 -9.82000000E-01 -1.22893474E-01 -1.48700021E-03 -5.19655142E-02  9.99999975E-05  6.21411118E-03  1.18523079E-01
  5.00000000E+00 -9.79000000E-01 -1.21961949E-01 -1.77367732E-03 -5.20008905E-02  9.99999975E-05  6.79868922E-03  1.34661559E-01
  5.00000000E+00 -9.76000000E-01 -1.20929495E-01 -2.06199749E-03 -5.20374937E-02  9.99999975E-05  7.33690897E-03  1.49855672E-01
  5.00000000E+00 -9.73000000E-01 -1.19831973E-01 -2.35163481E-03 -5.20750675E-02  9.99999975E-05  7.83830240E-03  1.64219451E-01
  5.00000000E+00 -9.70000000E-01 -1.18690395E-01 -2.64236075E-03 -5.21134133E-02  9.99999975E-05  8.30958893E-03  1.77839112E-01
  5.00000000E+00 -9.67000000E-01 -1.17517728E-01 -2.93400639E-03 -5.21523698E-02  9.99999975E-05  8.75570509E-03  1.90782243E-01
  5.00000000E+00 -9.64000000E-01 -1.16322347E-01 -3.22644337E-03 -5.21918036E-02  9.99999975E-05  9.18040508E-03  2.03103485E-01
  5.00000000E+00 -9.61000000E-01 -1.15109813E-01 -3.51957130E-03 -5.22316022E-02  9.99999975E-05  9.58661831E-03  2.14848121E-01
  5.00000000E+00 -9.58000000E-01 -1.13883913E-01 -3.81331004E-03 -5.22716698E-02  9.99999975E-05  9.97668167E-03  2.26054433E-01
  5.00000000E+00 -9.55000000E-01 -1.12647265E-01 -4.10759454E-03 -5.23119239E-02  9.99999975E-05  1.03524940E-02  2.36755380E-01
  5.00000000E+00 -9.52000000E-01 -1.11401699E-01 -4.40237126E-03 -5.23522927E-02  9.99999975E-05  1.07156212E-02  2.46979735E-01
  5.00000000E+00 -9.49000000E-01 -1.10148505E-01 -4.69759556E-03 -5.23927133E-02  9.99999975E-05  1.10673735E-02  2.56752964E-01
  5.00000000E+00 -9.46000000E-01 -1.08888587E-01 -4.99322990E-03 -5.24331307E-02  9.99999975E-05  1.14088584E-02  2.66097836E-01
  5.00000000E+00 -9.43000000E-01 -1.07622573E-01 -5.28924244E-03 -5.24734958E-02  9.99999975E-05  1.17410216E-02  2.75034905E-01
  5.00000000E+00 -9.40000000E-01 -1.06350891E-01 -5.58560598E-03 -5.25137657E-02  9.99999975E-05  1.20646784E-02  2.83582879E-01
  5.00000000E+00 -9.37000000E-01 -1.05073825E-01 -5.88229718E-03 -5.25539017E-02  9.99999975E-05  1.23805370E-02  2.91758914E-01
  5.00000000E+00 -9.34000000E-01 -1.03791549E-01 -6.17929590E-03 -5.25938698E-02  9.99999975E-05  1.26892168E-02  2.99578841E-01
  5.00000000E+00 -9.31000000E-01 -1.02504152E-01 -6.47658470E-03 -5.26336394E-02  9.99999975E-05  1.29912628E-02  3.07057341E-01
  5.00000000E+00 -9.28000000E-01 -1.01211666E-01 -6.77414845E-03 -5.26731833E-02  9.99999975E-05  1.32871574E-02  3.14208097E-01
  5.00000000E+00 -9.25000000E-01 -9.99140756E-02 -7.07197399E-03 -5.27124773E-02  9.99999975E-05  1.35773304E-02  3.21043944E-01
  5.00000000E+00 -9.22000000E-01 -9.86113277E-02 -7.37004987E-03 -5.27514995E-02  9.99999975E-05  1.38621650E-02  3.27576915E-01
  5.00000000E+00 -9.19000000E-01 -9.73033444E-02 -7.66836614E-03 -5.27902309E-02  9.99999975E-05  1.41420057E-02  3.33818359E-01
  5.00000000E+00 -9.16000000E-01 -9.59900278E-02 -7.96691413E-03 -5.28286542E-02  9.99999975E-05  1.44171629E-02  3.39779027E-01
  5.00000000E+00 -9.13000000E-01 -9.46712647E-02 -8.26568634E-03 -5.28667541E-02  9.99999975E-05  1.46879176E-02  3.45469115E-01
  5.00000000E+00 -9.10000000E-01 -9.33469303E-02 -8.56467625E-03 -5.29045171E-02  9.99999975E-05  1.49545245E-02  3.50898308E-01
